№ поезда;Порядковый № вагона;Дата;№ вагона;Тип вагона;Тара;Брутто;Нетто;Скорость
761304;41;01.01.2023 01:41:20;73915704;106;0;27100;0;-2,31
761304;40;01.01.2023 01:41:36;50919992;90;0;26350;0;-2,37
761304;39;01.01.2023 01:41:57;50787738;72;0;27550;0;-2,41
761304;38;01.01.2023 01:42:13;58649674;106;0;27250;0;-2,5
761304;37;01.01.2023 01:42:35;73978645;66;0;25800;0;-2,58
761304;36;01.01.2023 01:42:50;73217689;90;0;27050;0;-2,55
761304;35;01.01.2023 01:43:06;51752418;62;0;24950;0;-2,51
761304;34;01.01.2023 01:43:23;51157972;62;0;25250;0;-2,58
761304;33;01.01.2023 01:43:39;50652106;66;0;24200;0;-2,71
761304;32;01.01.2023 01:43:56;57414989;106;0;26450;0;-2,77
761304;31;01.01.2023 01:44:12;58277344;106;0;26600;0;-3,04
761304;30;01.01.2023 01:44:28;51158343;66;0;25050;0;-3,31
761304;29;01.01.2023 01:44:41;50629617;62;0;24500;0;-3,08
761304;28;01.01.2023 01:44:58;50630250;62;0;24900;0;-2,81
761304;27;01.01.2023 01:45:15;50591379;62;0;24550;0;-2,57
761304;26;01.01.2023 01:45:26;51275998;72;0;27550;0;-2,31
761304;25;01.01.2023 01:45:46;54703426;106;0;27300;0;-2,28
761304;24;01.01.2023 01:46:07;51412443;66;0;26400;0;-2,74
761304;23;01.01.2023 01:46:23;50194976;66;0;25250;0;-2,68
761304;22;01.01.2023 01:46:39;57003758;66;0;26050;0;-2,2
761304;21;01.01.2023 01:47:00;74921255;92;0;26700;0;-2,61
761304;20;01.01.2023 01:47:20;50596220;72;0;26450;0;-2,59
761304;19;01.01.2023 01:47:37;57178931;90;0;27500;0;-2,28
761304;18;01.01.2023 01:47:53;51882231;106;0;26500;0;-2,19
761304;17;01.01.2023 01:48:14;55314025;90;0;27000;0;-2,18
761304;16;01.01.2023 01:48:34;50359462;85;0;26200;0;-2,14
761304;15;01.01.2023 01:48:55;51151710;62;0;23500;0;-2,15
761304;14;01.01.2023 01:49:15;58275371;106;0;27250;0;-2,21
761304;13;01.01.2023 01:49:36;50573401;62;0;24900;0;-2,3
761304;12;01.01.2023 01:49:56;57575094;66;0;26750;0;-2,38
761304;11;01.01.2023 01:50:13;54695267;90;0;27150;0;-2,52
761304;10;01.01.2023 01:50:33;51861284;90;0;26300;0;-2,61
761304;9;01.01.2023 01:50:49;58642752;106;0;27300;0;-2,67
761304;8;01.01.2023 01:51:06;50623685;66;0;25250;0;-2,75
761304;7;01.01.2023 01:51:22;73966905;106;0;27050;0;-2,71
761304;6;01.01.2023 01:51:40;73540684;90;0;27250;0;-2,73
761304;5;01.01.2023 01:51:57;75101527;101;0;25850;0;-2,89
761304;4;01.01.2023 01:52:07;51669109;86;0;27100;0;-3,08
761304;3;01.01.2023 01:52:24;55946826;106;0;27350;0;-3,19
761304;2;01.01.2023 01:52:36;51519536;72;0;25750;0;-3,29
761304;1;01.01.2023 01:52:54;75034488;92;0;27700;0;-3,43
761345;1;01.01.2023 03:35:54;57187395;;27850;28050;200;2,43
761345;2;01.01.2023 03:36:11;54240205;;27100;26950;0;2,58
761345;3;01.01.2023 03:36:27;73090953;;27600;88900;61300;2,2
761345;4;01.01.2023 03:36:47;50629864;;24500;77550;53050;2,03
761345;5;01.01.2023 03:37:08;73981946;;26450;88100;61650;2,25
761345;6;01.01.2023 03:37:24;75048264;;26450;87350;60900;2,38
761345;7;01.01.2023 03:37:41;75102269;;26700;88200;61500;2,15
761345;8;01.01.2023 03:38:01;50499037;;26950;88200;61250;2,07
761345;9;01.01.2023 03:38:22;51564383;;26450;78400;51950;2,39
761345;10;01.01.2023 03:38:38;57178519;;26700;27050;350;2,92
761345;11;01.01.2023 03:38:55;57272346;;26400;88050;61650;2,84
761345;12;01.01.2023 03:39:11;55051908;;27050;88300;61250;2,65
761345;13;01.01.2023 03:39:23;50069350;;26500;87550;61050;2,4
761345;14;01.01.2023 03:39:40;57234353;;26600;87050;60450;2,12
761345;15;01.01.2023 03:40:00;73967481;;27050;87650;60600;1,96
761345;16;01.01.2023 03:40:20;50750793;;25400;86350;60950;2,33
761345;17;01.01.2023 03:40:41;52137197;;27150;87600;60450;2,85
761345;18;01.01.2023 03:40:57;54715214;;26800;87750;60950;3,25
761345;19;01.01.2023 03:41:10;50624139;;24150;85200;61050;3,52
761345;20;01.01.2023 03:41:22;73910762;;27650;88500;60850;3,43
761345;21;01.01.2023 03:41:34;56901127;;27850;79450;51600;3,1
761345;22;01.01.2023 03:41:46;73717308;;25750;86650;60900;2,59
761345;23;01.01.2023 03:41:59;57341414;;27400;88200;60800;2,24
761345;24;01.01.2023 03:42:19;50334846;;27100;87850;60750;2,02
761345;25;01.01.2023 03:42:39;54078738;;27500;88050;60550;2,24
761345;26;01.01.2023 03:42:56;58641325;;27300;87000;59700;2,61
761345;27;01.01.2023 03:43:13;57169104;;27450;89250;61800;2,91
761345;28;01.01.2023 03:43:29;73964223;;27000;87050;60050;3,26
761345;29;01.01.2023 03:43:41;54702048;;27500;88650;61150;3,56
761345;30;01.01.2023 03:43:53;54695549;;26850;88450;61600;3,66
761345;31;01.01.2023 03:44:06;73072811;;26550;86850;60300;3,46
761345;32;01.01.2023 03:44:14;73012759;;27150;87350;60200;3,21
761345;33;01.01.2023 03:44:30;75054205;;27450;87650;60200;3,13
761345;34;01.01.2023 03:44:43;57178287;;27650;86900;59250;3,17
761345;35;01.01.2023 03:44:55;57408346;;27250;87750;60500;3,37
761345;36;01.01.2023 03:45:07;54594718;;27000;87250;60250;3,5
761345;37;01.01.2023 03:45:19;73969818;;26800;87600;60800;3,35
761345;38;01.01.2023 03:45:32;73040503;;24250;76500;52250;3,33
761345;39;01.01.2023 03:45:44;57207151;;26900;87850;60950;3,15
761345;40;01.01.2023 03:45:56;54704358;;26750;86750;60000;3,2
761385;41;01.01.2023 05:26:17;57245433;106;0;27150;0;-2,35
761385;40;01.01.2023 05:26:38;50629476;62;0;25100;0;-2,4
761385;39;01.01.2023 05:27:02;50624311;66;0;25350;0;-2,46
761385;38;01.01.2023 05:27:14;54241492;106;0;26550;0;-2,52
761385;37;01.01.2023 05:27:31;73994063;92;0;27600;0;-2,58
761385;36;01.01.2023 05:27:47;57431710;66;0;25550;0;-2,59
761385;35;01.01.2023 05:28:04;54242086;66;0;27200;0;-2,49
761385;34;01.01.2023 05:28:24;51260545;66;0;26600;0;-2,57
761385;33;01.01.2023 05:28:40;54240189;106;0;26350;0;-2,7
761385;32;01.01.2023 05:28:57;51050516;62;0;24700;0;-2,75
761385;31;01.01.2023 05:29:13;73971905;66;0;26450;0;-2,92
761385;30;01.01.2023 05:29:30;75100115;101;0;24950;0;-3,19
761385;29;01.01.2023 05:29:42;75052316;106;0;27200;0;-3,28
761385;28;01.01.2023 05:29:54;57359614;86;0;28700;0;-3,27
761385;27;01.01.2023 05:30:12;54240403;106;0;26350;0;-2,86
761385;26;01.01.2023 05:30:23;54695333;90;0;27300;0;-2,31
761385;25;01.01.2023 05:30:43;74931528;101;0;25550;0;-2,61
761385;24;01.01.2023 05:31:04;73963217;92;0;26600;0;-2,83
761385;23;01.01.2023 05:31:16;57238305;66;0;26000;0;-2,4
761385;22;01.01.2023 05:31:36;73981730;66;0;26350;0;-2,68
761385;21;01.01.2023 05:31:53;73219081;90;0;26850;0;-3,22
761385;20;01.01.2023 05:32:09;51241354;66;0;26400;0;-3,1
761385;19;01.01.2023 05:32:22;75053751;106;0;27150;0;-2,54
761385;18;01.01.2023 05:32:38;74935180;92;0;27550;0;-2,14
761385;17;01.01.2023 05:32:58;57253361;90;0;26950;0;-1,96
761385;16;01.01.2023 05:33:19;75053058;106;0;27150;0;-2,05
761385;15;01.01.2023 05:33:43;73328783;90;0;26300;0;-2,75
761385;14;01.01.2023 05:34:00;73277485;90;0;27100;0;-2,94
761385;13;01.01.2023 05:34:16;73092363;90;0;26650;0;-2,73
761385;12;01.01.2023 05:34:33;50624303;66;0;24850;0;-2,63
761385;11;01.01.2023 05:34:49;54797212;66;0;25350;0;-2,66
761385;10;01.01.2023 05:35:05;51851418;90;0;27000;0;-2,68
761385;9;01.01.2023 05:35:22;51048965;62;0;24400;0;-2,72
761385;8;01.01.2023 05:35:38;50851195;66;0;26800;0;-2,71
761385;7;01.01.2023 05:35:55;57371148;66;0;26650;0;-2,66
761385;6;01.01.2023 05:36:11;50616663;62;0;23400;0;-2,71
761385;5;01.01.2023 05:36:27;73974370;66;0;25650;0;-2,82
761385;4;01.01.2023 05:36:44;54770961;66;0;26650;0;-2,98
761385;3;01.01.2023 05:36:56;51543015;72;0;27950;0;-3,05
761385;2;01.01.2023 05:37:12;53920021;72;0;25850;0;-3,11
761385;1;01.01.2023 05:37:25;50624089;66;0;25100;0;-3,22
761426;1;01.01.2023 16:33:09;;;0;26150;0;2,64
761426;2;01.01.2023 16:33:23;51571826;;0;24450;0;2,5
761426;3;01.01.2023 16:33:42;51931038;;0;25500;0;2,66
761426;4;01.01.2023 16:33:59;50176270;;0;25500;0;2,95
761426;5;01.01.2023 16:34:15;57355943;;0;26300;0;2,93
761426;6;01.01.2023 16:34:28;75034488;;27700;27500;0;2,75
761426;7;01.01.2023 16:34:44;51519536;;25750;25650;0;2,65
761426;8;01.01.2023 16:35:00;55946826;;27350;91550;64200;2,6
761426;9;01.01.2023 16:35:17;51669109;;27100;87100;60000;2,83
761426;10;01.01.2023 16:35:33;75101527;;25850;92450;66600;2,8
761426;11;01.01.2023 16:35:45;73540684;;27250;92150;64900;2,64
761426;12;01.01.2023 16:36:02;73966905;;27050;91300;64250;2,48
761426;13;01.01.2023 16:36:18;50623685;;25250;89850;64600;2,38
761426;14;01.01.2023 16:36:34;58642752;;27300;91550;64250;2,31
761426;15;01.01.2023 16:36:51;51861284;;26300;90400;64100;2,28
761426;16;01.01.2023 16:37:11;54695267;;27150;91600;64450;2,32
761426;17;01.01.2023 16:37:28;57575094;;26750;89850;63100;2,39
761426;18;01.01.2023 16:37:44;50573401;;24900;82050;57150;2,43
761426;19;01.01.2023 16:38:04;58275371;;27250;90900;63650;2,45
761426;20;01.01.2023 16:38:21;51151710;;23500;82100;58600;2,48
761426;21;01.01.2023 16:38:37;50359462;;26200;84450;58250;2,51
761426;22;01.01.2023 16:38:53;55314025;;27000;91250;64250;2,54
761426;23;01.01.2023 16:39:10;51882231;;26500;91200;64700;2,6
761426;24;01.01.2023 16:39:22;57178931;;27500;90900;63400;2,71
761426;25;01.01.2023 16:39:39;50596220;;26450;84050;57600;2,9
761426;26;01.01.2023 16:39:55;74921255;;26700;91600;64900;2,98
761426;27;01.01.2023 16:40:07;57003758;;26050;90600;64550;2,77
761426;28;01.01.2023 16:40:24;50194976;;25250;89750;64500;2,43
761426;29;01.01.2023 16:40:36;51412443;;26400;90350;63950;2,18
761426;30;01.01.2023 16:40:56;54703426;;27300;90700;63400;2,31
761426;31;01.01.2023 16:41:17;51275998;;27550;84350;56800;2,82
761426;32;01.01.2023 16:41:29;50591379;;24550;82650;58100;3,31
761426;33;01.01.2023 16:41:45;50630250;;24900;83300;58400;3,6
761426;34;01.01.2023 16:41:54;50629617;;24500;83200;58700;3,53
761426;35;01.01.2023 16:42:06;51158343;;25050;88900;63850;3,11
761426;36;01.01.2023 16:42:18;58277344;;26600;90450;63850;2,55
761426;37;01.01.2023 16:42:35;57414989;;26450;89350;62900;2,58
761426;38;01.01.2023 16:42:51;50652106;;24200;89200;65000;2,88
761426;39;01.01.2023 16:43:07;51157972;;25250;84100;58850;3,28
761426;40;01.01.2023 16:43:20;51752418;;24950;83300;58350;3,51
761426;41;01.01.2023 16:43:32;73217689;;27050;91350;64300;3,6
761426;42;01.01.2023 16:43:44;73978645;;25800;89750;63950;3,31
761426;43;01.01.2023 16:43:57;58649674;;27250;91150;63900;3,47
761426;44;01.01.2023 16:44:09;50787738;;27550;84000;56450;3,73
761426;45;01.01.2023 16:44:17;50919992;;26350;88500;62150;3,76
761426;46;01.01.2023 16:44:29;73915704;;27100;90000;62900;3,72
761472;40;01.01.2023 21:42:09;74983537;106;0;26950;0;-2,38
761472;39;01.01.2023 21:42:26;75115410;101;0;24650;0;-2,47
761472;38;01.01.2023 21:42:46;73034811;62;0;24000;0;-2,57
761472;37;01.01.2023 21:43:03;51540821;66;0;26200;0;-2,67
761472;36;01.01.2023 21:43:19;57419434;66;0;26450;0;-2,71
761472;35;01.01.2023 21:43:35;50629658;62;0;24500;0;-2,7
761472;34;01.01.2023 21:43:52;50582048;72;0;25650;0;-2,76
761472;33;01.01.2023 21:44:08;57111858;101;0;24900;0;-2,87
761472;32;01.01.2023 21:44:24;73065005;90;0;26100;0;-2,94
761472;31;01.01.2023 21:44:37;75057885;101;0;25450;0;-3,2
761472;30;01.01.2023 21:44:53;73973711;66;0;25350;0;-3,2
761472;29;01.01.2023 21:45:06;57429748;66;0;26450;0;-2,97
761472;28;01.01.2023 21:45:22;55553168;106;0;26950;0;-3,07
761472;27;01.01.2023 21:45:34;51850808;90;0;27000;0;-2,85
761472;26;01.01.2023 21:45:51;75103275;106;0;27000;0;-2,9
761472;25;01.01.2023 21:46:07;75054874;106;0;26950;0;-2,91
761472;24;01.01.2023 21:46:25;73924268;92;0;27250;0;-3,12
761472;23;01.01.2023 21:46:36;54245204;90;0;26800;0;-3,12
761472;22;01.01.2023 21:46:48;75108381;106;0;26350;0;-2,97
761472;21;01.01.2023 21:47:04;57343170;90;0;26200;0;-3,2
761472;20;01.01.2023 21:47:22;57437014;90;0;26050;0;-2,96
761472;19;01.01.2023 21:47:33;54026281;66;0;25900;0;-2,95
761472;18;01.01.2023 21:47:49;57097321;101;0;25050;0;-3,22
761472;17;01.01.2023 21:48:02;51631224;72;0;26500;0;-3,04
761472;16;01.01.2023 21:48:18;51156503;62;0;25300;0;-2,84
761472;15;01.01.2023 21:48:31;54704382;106;0;27300;0;-2,68
761472;14;01.01.2023 21:48:47;54725981;92;0;27450;0;-2,92
761472;13;01.01.2023 21:49:03;51156826;66;0;24750;0;-3,33
761472;12;01.01.2023 21:49:21;57261810;90;0;27400;0;-3,33
761472;11;01.01.2023 21:49:32;54703053;106;0;27450;0;-3,32
761472;10;01.01.2023 21:49:44;73059800;90;0;26500;0;-3,3
761472;9;01.01.2023 21:49:56;54695853;90;0;27400;0;-3,27
761472;8;01.01.2023 21:50:14;51031144;62;0;24500;0;-3,27
761472;7;01.01.2023 21:50:25;75009951;106;0;25900;0;-3,19
761472;6;01.01.2023 21:50:37;58641549;106;0;27250;0;-3,16
761472;5;01.01.2023 21:50:55;50149681;106;0;26750;0;-3,29
761472;4;01.01.2023 21:51:06;51783363;66;0;27050;0;-3,48
761472;3;01.01.2023 21:51:18;51395135;66;0;25750;0;-3,64
761472;2;01.01.2023 21:51:31;51031243;62;0;24050;0;-3,71
761472;1;01.01.2023 21:51:43;57111619;101;0;25600;0;-3,37
761512;7;02.01.2023 02:39:46;76768415;;0;27150;0;-5,08
761512;6;02.01.2023 02:39:59;53956488;;0;25850;0;-5,2
761512;5;02.01.2023 02:40:10;58142522;;0;27300;0;-5,52
761512;4;02.01.2023 02:40:16;54635388;;0;26100;0;-5,82
761512;3;02.01.2023 02:40:24;74908476;;0;26800;0;-5,39
761512;2;02.01.2023 02:40:28;58711375;;0;27650;0;-5,11
761512;1;02.01.2023 02:40:41;73541088;;0;27350;0;-4,57
761519;13;02.01.2023 04:56:58;51626463;86;0;83500;0;-3,26
761519;12;02.01.2023 04:57:10;50031137;66;0;88350;0;-3,61
761519;11;02.01.2023 04:57:23;73981102;66;0;87700;0;-3,84
761519;10;02.01.2023 04:57:36;50528272;72;0;79000;0;-3,51
761519;9;02.01.2023 04:57:48;54595715;106;0;88700;0;-3,26
761519;8;02.01.2023 04:58:01;50938513;90;0;88450;0;-3,26
761519;7;02.01.2023 04:58:13;53884482;90;0;88700;0;-3,24
761519;6;02.01.2023 04:58:25;75185009;92;0;86800;0;-3,27
761519;5;02.01.2023 04:58:38;53983540;62;0;78950;0;-3,45
761519;4;02.01.2023 04:58:50;53863163;62;0;78050;0;-3,63
761519;3;02.01.2023 04:59:02;74978479;66;0;88350;0;-3,45
761519;2;02.01.2023 04:59:09;51031607;62;0;23950;0;-3,18
761519;1;02.01.2023 04:59:21;75059618;66;0;25500;0;-3
761532;1;02.01.2023 05:03:20;75059618;66;0;25400;0;3,59
761532;2;02.01.2023 05:03:36;51031607;62;0;24300;0;4,44
761532;3;02.01.2023 05:03:45;74978479;66;0;88400;0;4,68
761532;4;02.01.2023 05:03:53;53863163;62;0;77700;0;4,98
761532;5;02.01.2023 05:04:01;53983540;62;0;78900;0;4,95
761532;6;02.01.2023 05:04:09;75185009;92;0;86800;0;4,95
761532;7;02.01.2023 05:04:18;53884482;90;0;88800;0;5,07
761532;8;02.01.2023 05:04:26;50938513;90;0;88600;0;5,24
761532;9;02.01.2023 05:04:34;54595715;106;0;88550;0;5,41
761532;10;02.01.2023 05:04:42;50528272;72;0;79100;0;5,64
761532;11;02.01.2023 05:04:50;73981102;66;0;87550;0;5,8
761532;12;02.01.2023 05:04:58;50031137;66;0;88150;0;5,79
761532;13;02.01.2023 05:05:03;51626463;86;0;83450;0;5,7
761545;41;02.01.2023 05:49:36;53926929;85;0;27750;0;-2,56
761545;40;02.01.2023 05:49:52;50629583;62;0;24700;0;-2,71
761545;39;02.01.2023 05:50:09;73221582;90;0;26100;0;-2,71
761545;38;02.01.2023 05:50:25;75096883;106;0;27150;0;-2,69
761545;37;02.01.2023 05:50:42;75132514;106;0;27150;0;-2,74
761545;36;02.01.2023 05:50:58;51412849;66;0;26550;0;-2,74
761545;35;02.01.2023 05:51:14;54718143;66;0;26150;0;-2,69
761545;34;02.01.2023 05:51:31;51034130;62;0;23900;0;-2,78
761545;33;02.01.2023 05:51:47;58277047;106;0;26950;0;-2,85
761545;32;02.01.2023 05:52:05;73908287;66;0;26850;0;-2,9
761545;31;02.01.2023 05:52:16;73912883;106;0;26250;0;-3,13
761545;30;02.01.2023 05:52:32;57178527;90;0;27200;0;-3,29
761545;29;02.01.2023 05:52:45;73723389;90;0;26950;0;-3,16
761545;28;02.01.2023 05:53:02;74021130;90;0;27000;0;-3,15
761545;27;02.01.2023 05:53:13;75059915;66;0;26300;0;-3,38
761545;26;02.01.2023 05:53:25;73723538;90;0;26700;0;-3,34
761545;25;02.01.2023 05:53:38;50921790;90;0;27200;0;-2,67
761545;24;02.01.2023 05:53:54;73655888;90;0;26850;0;-2,68
761545;23;02.01.2023 05:54:14;54253059;106;0;27000;0;-3,11
761545;22;02.01.2023 05:54:27;75123471;101;0;24750;0;-3,12
761545;21;02.01.2023 05:54:45;57386310;92;0;27300;0;-3,16
761545;20;02.01.2023 05:54:56;74907916;106;0;25950;0;-3,42
761545;19;02.01.2023 05:55:08;51986719;66;0;25550;0;-3,11
761545;18;02.01.2023 05:55:25;51545168;81;0;26000;0;-2,76
761545;17;02.01.2023 05:55:37;57100364;90;0;27100;0;-2,64
761545;16;02.01.2023 05:55:57;58644030;90;0;26850;0;-3,09
761545;15;02.01.2023 05:56:09;50080332;90;0;26400;0;-3,27
761545;14;02.01.2023 05:56:27;51326924;106;0;27150;0;-3,14
761545;13;02.01.2023 05:56:38;51158079;62;0;24600;0;-3,02
761545;12;02.01.2023 05:56:50;75014787;66;0;25850;0;-2,94
761545;11;02.01.2023 05:57:07;73912214;106;0;26650;0;-2,97
761545;10;02.01.2023 05:57:24;55947188;106;0;26300;0;-3,01
761545;9;02.01.2023 05:57:35;51241412;66;0;27150;0;-3,02
761545;8;02.01.2023 05:57:52;54734876;66;0;26300;0;-3,02
761545;7;02.01.2023 05:58:04;51111235;62;0;23000;0;-2,99
761545;6;02.01.2023 05:58:20;55052476;90;0;27150;0;-2,95
761545;5;02.01.2023 05:58:38;75093641;101;0;25400;0;-3,12
761545;4;02.01.2023 05:58:49;51270254;72;0;26200;0;-3,3
761545;3;02.01.2023 05:59:01;51580579;81;0;27600;0;-3,42
761545;2;02.01.2023 05:59:19;57371312;106;0;26250;0;-3,53
761545;1;02.01.2023 05:59:31;53927356;72;0;29250;0;-3,67
761586;1;02.01.2023 11:22:53;57111619;;25600;25400;0;1,6
761586;2;02.01.2023 11:23:22;51031243;;24050;24000;0;1,62
761586;3;02.01.2023 11:23:47;51395135;;25750;86300;60550;1,52
761586;4;02.01.2023 11:24:15;51783363;;27050;86800;59750;1,55
761586;5;02.01.2023 11:24:40;50149681;;26750;88400;61650;1,58
761586;6;02.01.2023 11:25:08;58641549;;27250;87650;60400;1,63
761586;7;02.01.2023 11:25:33;75009951;;25900;86750;60850;1,69
761586;8;02.01.2023 11:25:58;51031144;;24500;76950;52450;1,72
761586;9;02.01.2023 11:26:22;54695853;;27400;88700;61300;1,69
761586;10;02.01.2023 11:26:47;73059800;;26500;87050;60550;1,7
761586;11;02.01.2023 11:27:07;54703053;;27450;88700;61250;1,71
761586;12;02.01.2023 11:27:32;57261810;;27400;88400;61000;1,7
761586;13;02.01.2023 11:27:56;51156826;;24750;85250;60500;1,75
761586;14;02.01.2023 11:28:21;54725981;;27450;88450;61000;1,82
761586;15;02.01.2023 11:28:42;54704382;;27300;88400;61100;1,87
761586;16;02.01.2023 11:29:06;51156503;;25300;77650;52350;1,98
761586;17;02.01.2023 11:29:27;51631224;;26500;79250;52750;2,12
761586;18;02.01.2023 11:29:47;57097321;;25050;86450;61400;2,28
761586;19;02.01.2023 11:30:04;54026281;;25900;87700;61800;2,5
761586;20;02.01.2023 11:30:24;57437014;;26050;87100;61050;2,66
761586;21;02.01.2023 11:30:36;57343170;;26200;87500;61300;2,64
761586;22;02.01.2023 11:30:53;75108381;;26350;87100;60750;2,54
761586;23;02.01.2023 11:31:09;54245204;;26800;88300;61500;2,49
761586;24;02.01.2023 11:31:25;73924268;;27250;88650;61400;2,51
761586;25;02.01.2023 11:31:42;75054874;;26950;87750;60800;2,62
761586;26;02.01.2023 11:31:58;75103275;;27000;87600;60600;2,74
761586;27;02.01.2023 11:32:14;51850808;;27000;88350;61350;2,76
761586;28;02.01.2023 11:32:27;55553168;;26950;87100;60150;2,68
761586;29;02.01.2023 11:32:43;57429748;;26450;86900;60450;2,51
761586;30;02.01.2023 11:32:59;73973711;;25350;86000;60650;2,33
761586;31;02.01.2023 11:33:16;75057885;;25450;87000;61550;2,3
761586;32;02.01.2023 11:33:32;73065005;;26100;86500;60400;2,49
761586;33;02.01.2023 11:33:53;57111858;;24900;86900;62000;2,91
761586;34;02.01.2023 11:34:05;50582048;;25650;76900;51250;3,26
761586;35;02.01.2023 11:34:18;50629658;;24500;77300;52800;3,49
761586;36;02.01.2023 11:34:30;57419434;;26450;86950;60500;3,76
761586;37;02.01.2023 11:34:42;51540821;;26200;86650;60450;3,89
761586;38;02.01.2023 11:34:54;73034811;;24000;75600;51600;3,75
761586;39;02.01.2023 11:35:03;75115410;;24650;85850;61200;3,54
761586;40;02.01.2023 11:35:15;74983537;;26950;87350;60400;3,48
761626;40;02.01.2023 13:27:24;58641515;106;0;26650;0;-2,4
761626;39;02.01.2023 13:27:41;73025124;90;0;27000;0;-2,48
761626;38;02.01.2023 13:28:01;73907487;66;0;27400;0;-2,56
761626;37;02.01.2023 13:28:17;73317687;90;0;26500;0;-2,63
761626;36;02.01.2023 13:28:34;75097626;106;0;26900;0;-2,6
761626;35;02.01.2023 13:28:50;50074137;106;0;26000;0;-2,53
761626;34;02.01.2023 13:29:07;50291889;66;0;25850;0;-2,62
761626;33;02.01.2023 13:29:28;57029878;92;0;26250;0;-2,72
761626;32;02.01.2023 13:29:45;58644337;90;0;27000;0;-2,74
761626;31;02.01.2023 13:29:56;73759284;90;0;25900;0;-3
761626;30;02.01.2023 13:30:12;73097842;90;0;26300;0;-3,3
761626;29;02.01.2023 13:30:30;75034314;92;0;26450;0;-3,44
761626;28;02.01.2023 13:30:42;73971137;66;0;25450;0;-3,48
761626;27;02.01.2023 13:30:54;73537086;90;0;26100;0;-3,53
761626;26;02.01.2023 13:31:07;73569584;90;0;26900;0;-3,45
761626;25;02.01.2023 13:31:19;75113712;106;0;26950;0;-3,18
761626;24;02.01.2023 13:31:30;73973380;66;0;26050;0;-3,2
761626;23;02.01.2023 13:31:48;54703863;90;0;26350;0;-3,43
761626;22;02.01.2023 13:31:58;74922550;101;0;25100;0;-3,64
761626;21;02.01.2023 13:32:11;75019372;106;0;26950;0;-3,55
761626;20;02.01.2023 13:32:24;75180018;92;0;24350;0;-3,37
761626;19;02.01.2023 13:32:35;54253521;90;0;26800;0;-3,14
761626;18;02.01.2023 13:32:48;51305183;66;0;26600;0;-3
761626;17;02.01.2023 13:33:04;54240205;106;0;26750;0;-2,94
761626;16;02.01.2023 13:33:22;57187395;66;0;27450;0;-2,74
761626;15;02.01.2023 13:33:33;75038018;66;0;26200;0;-2,98
761626;14;02.01.2023 13:33:49;54253703;90;0;26850;0;-3,05
761626;13;02.01.2023 13:34:07;55546402;106;0;26100;0;-2,86
761626;12;02.01.2023 13:34:18;73299281;90;0;27000;0;-2,73
761626;11;02.01.2023 13:34:34;55945737;106;0;26600;0;-2,74
761626;10;02.01.2023 13:34:50;75053223;106;0;26100;0;-2,73
761626;9;02.01.2023 13:35:07;73993966;106;0;25400;0;-2,73
761626;8;02.01.2023 13:35:23;55303119;106;0;26900;0;-2,74
761626;7;02.01.2023 13:35:40;54253299;106;0;25800;0;-2,69
761626;6;02.01.2023 13:35:56;73260283;90;0;27000;0;-2,67
761626;5;02.01.2023 13:36:12;51887057;106;0;26800;0;-2,8
761626;4;02.01.2023 13:36:29;50495001;62;0;26250;0;-2,99
761626;3;02.01.2023 13:36:41;51413151;66;0;26500;0;-3,13
761626;2;02.01.2023 13:36:57;51840478;66;0;26500;0;-3,23
761626;1;02.01.2023 13:37:10;50687920;66;0;24600;0;-3,4
761666;1;02.01.2023 15:00:55;53927356;;29250;29550;300;2,76
761666;2;02.01.2023 15:01:12;57371312;;26250;25800;0;2,83
761666;3;02.01.2023 15:01:28;51580579;;27600;27600;0;2,87
761666;4;02.01.2023 15:01:44;51270254;;26200;83450;57250;2,72
761666;5;02.01.2023 15:01:57;75093641;;25400;90500;65100;2,75
761666;6;02.01.2023 15:02:13;55052476;;27150;92300;65150;2,78
761666;7;02.01.2023 15:02:29;51111235;;23000;81400;58400;2,82
761666;8;02.01.2023 15:02:42;54734876;;26300;90800;64500;2,84
761666;9;02.01.2023 15:02:58;51241412;;27150;91700;64550;2,86
761666;10;02.01.2023 15:03:10;55947188;;26300;90400;64100;2,88
761666;11;02.01.2023 15:03:26;73912214;;26650;91000;64350;2,89
761666;12;02.01.2023 15:03:39;75014787;;25850;90000;64150;2,89
761666;13;02.01.2023 15:03:55;51158079;;24600;82300;57700;2,95
761666;14;02.01.2023 15:04:08;51326924;;27150;91450;64300;3
761666;15;02.01.2023 15:04:20;50080332;;26400;90450;64050;3,06
761666;16;02.01.2023 15:04:36;58644030;;26850;92050;65200;3,14
761666;17;02.01.2023 15:04:48;57100364;;27100;89600;62500;3,15
761666;18;02.01.2023 15:05:01;51545168;;26000;84550;58550;2,96
761666;19;02.01.2023 15:05:13;51986719;;25550;89250;63700;2,68
761666;20;02.01.2023 15:05:29;74907916;;25950;89150;63200;2,47
761666;21;02.01.2023 15:05:46;57386310;;27300;91600;64300;2,37
761666;22;02.01.2023 15:06:02;75123471;;24750;89550;64800;2,51
761666;23;02.01.2023 15:06:19;54253059;;27000;91000;64000;2,9
761666;24;02.01.2023 15:06:35;73655888;;26850;90050;63200;3,13
761666;25;02.01.2023 15:06:47;50921790;;27200;90750;63550;3,17
761666;26;02.01.2023 15:07:00;73723538;;26700;90350;63650;3,19
