№ поезда;Порядковый № вагона;Дата;№ вагона;Тип вагона;Тара;Брутто;Нетто;Скорость
763493;36;11.01.2023 00:33:12;70723689;62;0;25250;0;-2,62
763493;35;11.01.2023 00:33:29;74033739;90;0;26950;0;-2,55
763493;34;11.01.2023 00:33:45;75048744;66;0;25600;0;-2,66
763493;33;11.01.2023 00:34:02;55027312;66;0;24900;0;-2,81
763493;32;11.01.2023 00:34:18;53928040;62;0;25000;0;-2,89
763493;31;11.01.2023 00:34:34;50440064;90;0;26950;0;-3,12
763493;30;11.01.2023 00:34:52;73967309;106;0;26500;0;-3,41
763493;29;11.01.2023 00:35:04;53927323;72;0;27600;0;-3,54
763493;28;11.01.2023 00:35:17;52025095;66;0;25800;0;-3,37
763493;27;11.01.2023 00:35:27;53856308;90;0;26350;0;-3,09
763493;26;11.01.2023 00:35:40;73657587;90;0;26500;0;-3,06
763493;25;11.01.2023 00:35:58;54591805;106;0;26750;0;-2,86
763493;24;11.01.2023 00:36:12;73954463;66;0;26450;0;-3,19
763493;23;11.01.2023 00:36:25;54773395;90;0;27050;0;-3,42
763493;22;11.01.2023 00:36:37;51152411;62;0;24800;0;-3,11
763493;21;11.01.2023 00:36:53;73968562;106;0;25650;0;-2,95
763493;20;11.01.2023 00:37:11;52088093;90;0;27050;0;-3,14
763493;19;11.01.2023 00:37:22;57211906;106;0;26750;0;-2,81
763493;18;11.01.2023 00:37:38;57410805;106;0;26850;0;-2,93
763493;17;11.01.2023 00:37:57;55946743;106;0;26450;0;-3,13
763493;16;11.01.2023 00:38:07;55578546;90;0;25600;0;-2,9
763493;15;11.01.2023 00:38:25;50644715;62;0;25450;0;-2,9
763493;14;11.01.2023 00:38:36;55551907;106;0;26850;0;-3,18
763493;13;11.01.2023 00:38:52;55949366;90;0;26700;0;-3,12
763493;12;11.01.2023 00:39:05;57384760;106;0;25850;0;-3,03
763493;11;11.01.2023 00:39:21;50437979;90;0;26350;0;-3,05
763493;10;11.01.2023 00:39:33;54241898;66;0;26900;0;-3,02
763493;9;11.01.2023 00:39:49;53968459;92;0;27250;0;-2,97
763493;8;11.01.2023 00:40:02;51030864;66;0;25650;0;-2,96
763493;7;11.01.2023 00:40:18;50553668;66;0;23950;0;-2,89
763493;6;11.01.2023 00:40:34;51155976;66;0;24850;0;-2,86
763493;5;11.01.2023 00:40:52;57354664;66;0;25400;0;-2,98
763493;4;11.01.2023 00:41:03;73069650;90;0;26100;0;-3,16
763493;3;11.01.2023 00:41:21;57223109;66;0;26150;0;-3,27
763493;2;11.01.2023 00:41:32;53881140;106;0;26850;0;-3,35
763493;1;11.01.2023 00:41:44;53930897;72;0;25750;0;-3,53
763532;1;11.01.2023 02:14:57;51392488;;26250;26250;0;2,48
763532;2;11.01.2023 02:15:17;57210254;;26500;27600;1100;2,52
763532;3;11.01.2023 02:15:33;51215127;;24550;82150;57600;2,42
763532;4;11.01.2023 02:15:50;54478144;;25850;91450;65600;2,45
763532;5;11.01.2023 02:16:06;55054126;;25750;90550;64800;2,45
763532;6;11.01.2023 02:16:23;73918575;;26200;90500;64300;2,46
763532;7;11.01.2023 02:16:43;54629118;;26350;91850;65500;2,48
763532;8;11.01.2023 02:16:59;51175602;;24750;89100;64350;2,53
763532;9;11.01.2023 02:17:15;50001247;;23250;80650;57400;2,58
763532;10;11.01.2023 02:17:28;51216976;;23350;82600;59250;2,61
763532;11;11.01.2023 02:17:44;75121657;;26300;89950;63650;2,64
763532;12;11.01.2023 02:18:01;52094091;;26850;91650;64800;2,66
763532;13;11.01.2023 02:18:17;55651509;;25200;91900;66700;2,73
763532;14;11.01.2023 02:18:33;54703020;;26650;91250;64600;2,62
763532;15;11.01.2023 02:18:46;53940235;;27050;85850;58800;2,23
763532;16;11.01.2023 02:19:02;54791520;;25350;90650;65300;1,99
763532;17;11.01.2023 02:19:27;57169922;;24900;89450;64550;2,22
763532;18;11.01.2023 02:19:43;57433120;;26250;90500;64250;2,34
763532;19;11.01.2023 02:20:00;57433179;;27100;90900;63800;2,33
763532;20;11.01.2023 02:20:20;73100109;;26150;90250;64100;2,56
763532;21;11.01.2023 02:20:36;73090565;;26850;91650;64800;2,62
763532;22;11.01.2023 02:20:53;73068843;;25800;90700;64900;2,51
763532;23;11.01.2023 02:21:09;50624121;;24200;88850;64650;2,5
763532;24;11.01.2023 02:21:25;51217222;;23150;82050;58900;2,57
763532;25;11.01.2023 02:21:42;50623560;;23800;89700;65900;2,49
763532;26;11.01.2023 02:21:54;54495528;;26100;92050;65950;2,45
763532;27;11.01.2023 02:22:15;50351246;;26100;91300;65200;2,48
763532;28;11.01.2023 02:22:31;50624204;;24000;89550;65550;2,51
763532;29;11.01.2023 02:22:47;51542827;;28050;86400;58350;2,52
763532;30;11.01.2023 02:23:04;51034379;;24100;82750;58650;2,68
763532;31;11.01.2023 02:23:16;51542868;;27500;85300;57800;2,77
763532;32;11.01.2023 02:23:33;51580488;;28250;86100;57850;2,84
763532;33;11.01.2023 02:23:49;57061186;;24500;82800;58300;3,07
763532;34;11.01.2023 02:24:01;57200834;;26000;89450;63450;3,26
763532;35;11.01.2023 02:24:14;51487262;;25750;85250;59500;3,26
763532;36;11.01.2023 02:24:26;57357337;;25000;89300;64300;3,28
763532;37;11.01.2023 02:24:38;57777690;;25850;84100;58250;3,34
763532;38;11.01.2023 02:24:50;75053587;;26100;89800;63700;3
763532;39;11.01.2023 02:25:03;75008672;;25700;89450;63750;2,57
763532;40;11.01.2023 02:25:19;54253091;;26000;90050;64050;2,78
763532;41;11.01.2023 02:25:35;51620631;;26450;91000;64550;3,08
763573;41;11.01.2023 05:28:20;57760696;90;0;26850;0;-2,32
763573;40;11.01.2023 05:28:36;57357568;90;0;25900;0;-2,36
763573;39;11.01.2023 05:28:57;54712278;106;0;26850;0;-2,4
763573;38;11.01.2023 05:29:19;75105759;106;0;26700;0;-2,47
763573;37;11.01.2023 05:29:34;54695416;90;0;26750;0;-2,54
763573;36;11.01.2023 05:29:50;74916644;106;0;26650;0;-2,54
763573;35;11.01.2023 05:30:07;75106369;101;0;24400;0;-2,5
763573;34;11.01.2023 05:30:27;57030652;66;0;25450;0;-2,57
763573;33;11.01.2023 05:30:43;55304224;66;0;25800;0;-2,66
763573;32;11.01.2023 05:31:00;75117119;101;0;25000;0;-2,74
763573;31;11.01.2023 05:31:16;75062802;106;0;26150;0;-2,94
763573;30;11.01.2023 05:31:32;75104216;106;0;25800;0;-3,18
763573;29;11.01.2023 05:31:45;51034353;62;0;23900;0;-3,31
763573;28;11.01.2023 05:31:57;50059740;106;0;26400;0;-3,32
763573;27;11.01.2023 05:32:15;57281792;90;0;26600;0;-3,39
763573;26;11.01.2023 05:32:26;57333510;90;0;26850;0;-3,44
763573;25;11.01.2023 05:32:38;50936517;106;0;26750;0;-3,46
763573;24;11.01.2023 05:32:50;51519536;72;0;25300;0;-3,34
763573;23;11.01.2023 05:33:03;58649849;90;0;26900;0;-3,03
763573;22;11.01.2023 05:33:19;73057259;90;0;25900;0;-3,18
763573;21;11.01.2023 05:33:31;58644675;90;0;26950;0;-3,17
763573;20;11.01.2023 05:33:49;51562452;62;0;25250;0;-2,6
763573;19;11.01.2023 05:34:00;53876587;66;0;25450;0;-2,63
763573;18;11.01.2023 05:34:20;51840478;66;0;26550;0;-2,83
763573;17;11.01.2023 05:34:38;57069494;106;0;26850;0;-2,64
763573;16;11.01.2023 05:34:53;57333643;90;0;26450;0;-3,07
763573;15;11.01.2023 05:35:11;73924771;66;0;27500;0;-3,17
763573;14;11.01.2023 05:35:22;57253643;66;0;26000;0;-2,86
763573;13;11.01.2023 05:35:34;53866414;90;0;27000;0;-2,57
763573;12;11.01.2023 05:35:56;53869707;72;0;24900;0;-2,81
763573;11;11.01.2023 05:36:11;50629658;62;0;24400;0;-3,16
763573;10;11.01.2023 05:36:23;51631224;72;0;26050;0;-3,02
763573;9;11.01.2023 05:36:41;53856639;90;0;26900;0;-2,81
763573;8;11.01.2023 05:36:52;58642349;106;0;26950;0;-2,63
763573;7;11.01.2023 05:37:08;73968356;106;0;26800;0;-2,44
763573;6;11.01.2023 05:37:29;51546505;81;0;28350;0;-2,36
763573;5;11.01.2023 05:37:45;57252413;66;0;25600;0;-2,48
763573;4;11.01.2023 05:38:05;51156503;62;0;24850;0;-2,64
763573;3;11.01.2023 05:38:22;51031144;62;0;23900;0;-2,74
763573;2;11.01.2023 05:38:38;73994659;92;0;27450;0;-2,73
763573;1;11.01.2023 05:38:56;73724239;90;0;26150;0;-2,83
763614;1;11.01.2023 13:31:22;53930897;;0;25850;0;5,53
763614;2;11.01.2023 13:31:26;;;0;26800;0;5,35
763614;3;11.01.2023 13:31:35;57223109;;0;90300;0;5,11
763614;4;11.01.2023 13:31:43;73069650;;0;90250;0;5,29
763614;5;11.01.2023 13:31:51;57354664;;0;89400;0;5,39
763614;6;11.01.2023 13:31:59;;;0;89050;0;5,63
763614;7;11.01.2023 13:32:07;50553668;;0;88900;0;5,93
763614;8;11.01.2023 13:32:15;;;0;89100;0;6,2
763622;0;11.01.2023 13:39:29;;;0;89600;0;0
763623;0;11.01.2023 13:47:51;;;0;89400;0;0
763624;0;11.01.2023 13:50:48;;;0;89600;0;0
763625;0;11.01.2023 13:52:36;;;0;89950;0;0
763626;0;11.01.2023 13:55:03;;;0;90850;0;0
763627;0;11.01.2023 13:57:07;;;0;90700;0;0
763628;0;11.01.2023 13:59:25;;;0;27100;0;0
763629;0;11.01.2023 14:01:09;;;0;26050;0;0
763630;1;11.01.2023 14:04:34;53930897;;0;25950;0;3,48
763630;2;11.01.2023 14:04:47;53881140;;0;26900;0;3,42
763630;3;11.01.2023 14:04:59;57223109;;0;90200;0;3,3
763630;4;11.01.2023 14:05:11;73069650;;0;90350;0;3,07
763630;5;11.01.2023 14:05:23;57354664;;0;89450;0;2,97
763630;6;11.01.2023 14:05:40;51155976;;0;89100;0;3,04
763630;7;11.01.2023 14:05:52;50553668;;0;88900;0;2,85
763630;8;11.01.2023 14:06:04;51030864;;0;89150;0;3,01
763638;8;11.01.2023 14:08:47;51030864;;0;89200;0;-2,76
763638;7;11.01.2023 14:09:03;50553668;;0;88900;0;-2,83
763638;6;11.01.2023 14:09:23;51155976;;0;89050;0;-2,94
763638;5;11.01.2023 14:09:32;57354664;;0;89500;0;-3,22
763638;4;11.01.2023 14:09:44;73069650;;0;90350;0;-3,13
763638;3;11.01.2023 14:09:56;57223109;;0;90300;0;-2,84
763638;2;11.01.2023 14:10:12;53881140;;0;26900;0;-3,09
763638;1;11.01.2023 14:10:25;53930897;;0;25850;0;-3,19
763646;1;11.01.2023 14:12:52;53930897;;0;25850;0;3,23
763646;2;11.01.2023 14:13:08;53881140;;0;26900;0;3,3
763646;3;11.01.2023 14:13:20;57223109;;0;90250;0;3,33
763646;4;11.01.2023 14:13:32;73069650;;0;90300;0;3,2
763646;5;11.01.2023 14:13:45;57354664;;0;89450;0;3,1
763646;6;11.01.2023 14:13:57;51155976;;0;89050;0;3,16
763646;7;11.01.2023 14:14:13;50553668;;0;88900;0;3,46
763646;8;11.01.2023 14:14:26;51030864;;0;89150;0;3,56
763654;8;11.01.2023 14:17:24;51030864;;0;89150;0;-2,85
763654;7;11.01.2023 14:17:37;50553668;;0;88900;0;-2,86
763654;6;11.01.2023 14:17:53;51155976;;0;89050;0;-2,91
763654;5;11.01.2023 14:18:05;57354664;;0;89500;0;-3,1
763654;4;11.01.2023 14:18:23;73069650;;0;90400;0;-2,96
763654;3;11.01.2023 14:18:34;57223109;;0;90250;0;-2,98
763654;2;11.01.2023 14:18:46;53881140;;0;26850;0;-3,19
763654;1;11.01.2023 14:19:04;53930897;;0;25800;0;-3,35
763662;1;11.01.2023 14:21:25;53930897;;0;25750;0;3,34
763662;2;11.01.2023 14:21:37;53881140;;0;26850;0;3,33
763662;3;11.01.2023 14:21:50;57223109;;0;90350;0;3,27
763662;4;11.01.2023 14:22:02;73069650;;0;90250;0;3,35
763662;5;11.01.2023 14:22:14;57354664;;0;89400;0;3,26
763662;6;11.01.2023 14:22:26;51155976;;0;89000;0;2,99
763662;7;11.01.2023 14:22:43;50553668;;0;88850;0;3,34
763662;8;11.01.2023 14:22:55;51030864;;0;89100;0;3,46
763670;8;11.01.2023 14:25:38;51030864;;0;89150;0;-2,82
763670;7;11.01.2023 14:25:54;50553668;;0;88900;0;-2,75
763670;6;11.01.2023 14:26:06;51155976;;0;89050;0;-2,59
763670;5;11.01.2023 14:26:23;57354664;;0;89500;0;-2,67
763670;4;11.01.2023 14:26:39;73069650;;0;90450;0;-2,88
763670;3;11.01.2023 14:26:57;57223109;;0;90250;0;-3,07
763670;2;11.01.2023 14:27:09;53881140;;0;26850;0;-2,87
763670;1;11.01.2023 14:27:20;53930897;;0;25850;0;-2,81
763678;1;11.01.2023 14:30:15;53930897;;0;25800;0;3,1
763678;2;11.01.2023 14:30:31;53881140;;0;26900;0;2,92
763678;3;11.01.2023 14:30:44;57223109;;0;90250;0;2,53
763678;4;11.01.2023 14:31:00;73069650;;0;90300;0;2,81
763678;5;11.01.2023 14:31:17;57354664;;0;89450;0;2,86
763678;6;11.01.2023 14:31:29;51155976;;0;89050;0;2,63
763678;7;11.01.2023 14:31:45;50553668;;0;88900;0;2,73
763678;8;11.01.2023 14:32:01;51030864;;0;89150;0;2,99
763686;8;11.01.2023 14:34:53;51030864;;0;89200;0;-2,73
763686;7;11.01.2023 14:35:06;50553668;;0;88900;0;-2,81
763686;6;11.01.2023 14:35:22;51155976;;0;89050;0;-2,91
763686;5;11.01.2023 14:35:35;57354664;;0;89500;0;-3,27
763686;4;11.01.2023 14:35:52;73069650;;0;90400;0;-3,43
763686;3;11.01.2023 14:35:59;57223109;;0;90200;0;-3,32
763686;2;11.01.2023 14:36:17;53881140;;0;26900;0;-3,53
763686;1;11.01.2023 14:36:29;53930897;;0;25850;0;-3,6
763694;1;11.01.2023 14:39:02;53930897;;0;25800;0;3,7
763694;2;11.01.2023 14:39:15;53881140;;0;26850;0;3,68
763694;3;11.01.2023 14:39:23;57223109;;0;90200;0;3,31
763694;4;11.01.2023 14:39:35;73069650;;0;90300;0;3,13
763694;5;11.01.2023 14:39:51;57354664;;0;89400;0;3,29
763694;6;11.01.2023 14:40:04;51155976;;0;89000;0;3,23
763694;7;11.01.2023 14:40:16;50553668;;0;88850;0;3,08
763694;8;11.01.2023 14:40:28;51030864;;0;89100;0;3,25
763702;8;11.01.2023 14:43:00;51030864;;0;89150;0;-2,33
763702;7;11.01.2023 14:43:16;50553668;;0;88950;0;-2,19
763702;6;11.01.2023 14:43:37;51155976;;0;89100;0;-2,43
763702;5;11.01.2023 14:43:53;57354664;;0;89550;0;-2,53
763702;4;11.01.2023 14:44:10;73069650;;0;90350;0;-2,64
763702;3;11.01.2023 14:44:26;57223109;;0;90200;0;-2,61
763702;2;11.01.2023 14:44:44;53881140;;0;26900;0;-2,85
763702;1;11.01.2023 14:45:00;53930897;;0;25800;0;-3,05
763710;1;11.01.2023 15:21:27;53930897;;25750;26050;300;2,16
763710;2;11.01.2023 15:21:48;53881140;;26850;26850;0;2,24
763710;3;11.01.2023 15:22:08;57223109;;26150;90850;64700;2,42
763710;4;11.01.2023 15:22:25;73069650;;26100;90200;64100;2,45
763710;5;11.01.2023 15:22:41;57354664;;25400;89000;63600;2,26
763710;6;11.01.2023 15:22:58;51155976;;24850;89200;64350;2,07
763710;7;11.01.2023 15:23:18;50553668;;23950;89050;65100;1,93
763710;8;11.01.2023 15:23:39;51030864;;25650;89150;63500;2,04
763710;9;11.01.2023 15:24:03;53968459;;27250;92100;64850;2,5
763710;10;11.01.2023 15:24:19;54241898;;26900;89350;62450;2,82
763710;11;11.01.2023 15:24:32;50437979;;26350;89600;63250;2,78
763710;12;11.01.2023 15:24:48;57384760;;25850;89700;63850;2,57
763710;13;11.01.2023 15:25:04;55949366;;26700;90650;63950;2,57
763710;14;11.01.2023 15:25:21;55551907;;26850;90850;64000;2,84
763710;15;11.01.2023 15:25:33;50644715;;25450;82750;57300;2,98
763710;16;11.01.2023 15:25:49;55578546;;25600;89900;64300;2,88
763710;17;11.01.2023 15:26:02;55946743;;26450;90250;63800;2,85
763710;18;11.01.2023 15:26:18;57410805;;26850;90650;63800;2,86
763710;19;11.01.2023 15:26:31;57211906;;26750;90350;63600;2,97
763710;20;11.01.2023 15:26:47;52088093;;27050;91550;64500;3,13
763710;21;11.01.2023 15:26:59;73968562;;25650;89200;63550;3,31
763710;22;11.01.2023 15:27:12;51152411;;24800;83550;58750;3,49
763710;23;11.01.2023 15:27:24;54773395;;27050;91600;64550;3,62
763710;24;11.01.2023 15:27:36;73954463;;26450;90550;64100;3,68
763710;25;11.01.2023 15:27:44;54591805;;26750;90750;64000;3,59
763710;26;11.01.2023 15:27:57;73657587;;26500;91050;64550;3,3
763710;27;11.01.2023 15:28:09;53856308;;26350;90500;64150;3,04
763710;28;11.01.2023 15:28:21;52025095;;25800;90900;65100;3,03
763710;29;11.01.2023 15:28:37;53927323;;27600;84950;57350;3,05
763710;30;11.01.2023 15:28:50;73967309;;26500;90700;64200;3,2
763710;31;11.01.2023 15:29:02;50440064;;26950;90450;63500;3,44
763710;32;11.01.2023 15:29:14;53928040;;25000;84350;59350;3,65
763710;33;11.01.2023 15:29:27;55027312;;24900;89650;64750;3,52
763710;34;11.01.2023 15:29:39;75048744;;25600;87950;62350;3
763710;35;11.01.2023 15:29:51;74033739;;26950;91950;65000;3,02
763710;36;11.01.2023 15:30:07;70723689;;25250;83900;58650;3,28
763710;37;11.01.2023 15:30:20;50965151;;25300;84200;58900;3,33
763710;38;11.01.2023 15:30:32;51882322;;26400;91300;64900;3,63
763710;39;11.01.2023 15:30:41;57414930;;26800;90650;63850;3,86
763749;41;11.01.2023 17:39:30;;;0;25800;0;-2,34
763749;40;11.01.2023 17:39:51;51174175;66;0;24850;0;-2,37
763749;39;11.01.2023 17:40:07;55946776;106;0;26900;0;-2,41
763749;38;11.01.2023 17:40:28;57077984;90;0;26650;0;-2,49
763749;37;11.01.2023 17:40:44;51524775;72;0;25800;0;-2,55
763749;36;11.01.2023 17:41:01;55949945;90;0;26900;0;-2,53
763749;35;11.01.2023 17:41:21;73727216;90;0;26000;0;-2,5
763749;34;11.01.2023 17:41:37;58649773;90;0;26800;0;-2,58
763749;33;11.01.2023 17:41:54;55947972;106;0;26750;0;-2,7
763749;32;11.01.2023 17:42:10;51920072;66;0;25450;0;-2,81
763749;31;11.01.2023 17:42:27;74906702;106;0;25950;0;-3,07
763749;30;11.01.2023 17:42:45;57351306;90;0;26750;0;-3,24
763749;29;11.01.2023 17:42:55;75041913;106;0;26150;0;-2,84
763749;28;11.01.2023 17:43:13;75121970;106;0;27000;0;-2,87
763749;27;11.01.2023 17:43:30;57273989;66;0;25800;0;-2,8
763749;26;11.01.2023 17:43:40;58643404;90;0;26300;0;-2,3
763749;25;11.01.2023 17:44:01;55054415;106;0;26700;0;-2,21
763749;24;11.01.2023 17:44:21;58644568;90;0;26600;0;-2,21
763749;23;11.01.2023 17:44:42;57333486;90;0;27100;0;-2,4
763749;22;11.01.2023 17:45:04;51031227;62;0;23800;0;-2,27
763749;21;11.01.2023 17:45:23;50071356;106;0;25950;0;-2,67
763749;20;11.01.2023 17:45:39;55548549;106;0;26650;0;-2,58
763749;19;11.01.2023 17:45:55;50027887;72;0;25150;0;-2,19
763749;18;11.01.2023 17:46:16;50603919;72;0;26100;0;-2,36
763749;17;11.01.2023 17:46:36;57365256;66;0;25800;0;-2,55
763749;16;11.01.2023 17:46:53;51994903;66;0;25550;0;-2,37
763749;15;11.01.2023 17:47:09;73993677;106;0;26300;0;-2,21
763749;14;11.01.2023 17:47:30;50439850;90;0;26150;0;-2,19
763749;13;11.01.2023 17:47:50;50180157;90;0;26200;0;-2,19
763749;12;11.01.2023 17:48:11;56905235;62;0;22750;0;-2,3
763749;11;11.01.2023 17:48:31;50688365;66;0;24950;0;-2,43
763749;10;11.01.2023 17:48:48;55053748;90;0;25850;0;-2,46
763749;9;11.01.2023 17:49:08;50644400;66;0;24250;0;-2,48
763749;8;11.01.2023 17:49:24;51129757;62;0;25200;0;-2,48
763749;7;11.01.2023 17:49:41;51076164;66;0;25900;0;-2,42
763749;6;11.01.2023 17:50:01;73979288;66;0;26400;0;-2,41
763749;5;11.01.2023 17:50:18;58288630;72;0;25150;0;-2,57
763749;4;11.01.2023 17:50:40;50438167;90;0;26500;0;-2,78
763749;3;11.01.2023 17:50:56;51031276;62;0;23800;0;-2,92
763749;2;11.01.2023 17:51:07;51749018;85;0;25950;0;-2,95
763749;1;11.01.2023 17:51:23;53979837;72;0;26150;0;-3,09
763790;1;11.01.2023 22:05:38;73724239;;26150;25750;0;3,32
763790;2;11.01.2023 22:05:50;73994659;;27450;27550;100;3,38
763790;3;11.01.2023 22:06:06;51031144;;23900;81950;58050;3,24
763790;4;11.01.2023 22:06:18;51156503;;24850;83300;58450;3,18
763790;5;11.01.2023 22:06:31;57252413;;25600;89550;63950;2,9
763790;6;11.01.2023 22:06:43;51546505;;28350;86400;58050;2,53
763790;7;11.01.2023 22:06:59;73968356;;26800;89450;62650;2,38
763790;8;11.01.2023 22:07:16;58642349;;26950;91200;64250;2,58
763790;9;11.01.2023 22:07:32;53856639;;26900;90400;63500;2,61
763790;10;11.01.2023 22:07:49;51631224;;26050;83300;57250;2,59
763790;11;11.01.2023 22:08:05;50629658;;24400;82950;58550;2,81
763790;12;11.01.2023 22:08:21;53869707;;24900;81200;56300;2,97
763790;13;11.01.2023 22:08:34;53866414;;27000;89800;62800;2,85
763790;14;11.01.2023 22:08:46;57253643;;26000;89850;63850;2,62
763790;15;11.01.2023 22:09:02;73924771;;27500;91950;64450;2,38
763790;16;11.01.2023 22:09:19;57333643;;26450;90500;64050;2,36
763790;17;11.01.2023 22:09:39;57069494;;26850;91350;64500;2,35
763790;18;11.01.2023 22:09:55;51840478;;26550;91600;65050;2,25
763790;19;11.01.2023 22:10:12;53876587;;25450;90350;64900;2,24
763790;20;11.01.2023 22:10:32;51562452;;25250;25350;100;2,5
763790;21;11.01.2023 22:10:49;58644675;;26950;91500;64550;2,43
763790;22;11.01.2023 22:11:05;73057259;;25900;90150;64250;2,56
763790;23;11.01.2023 22:11:22;58649849;;26900;90600;63700;2,71
763790;24;11.01.2023 22:11:38;51519536;;25300;83050;57750;2,91
763790;25;11.01.2023 22:11:50;50936517;;26750;90350;63600;3,01
763790;26;11.01.2023 22:12:06;57333510;;26850;91250;64400;2,97
763790;27;11.01.2023 22:12:19;57281792;;26600;91150;64550;2,89
763790;28;11.01.2023 22:12:35;50059740;;26400;90300;63900;2,84
763790;29;11.01.2023 22:12:48;51034353;;23900;81700;57800;2,88
763790;30;11.01.2023 22:13:04;75104216;;25800;89200;63400;2,91
763790;31;11.01.2023 22:13:16;75062802;;26150;26100;0;3,21
763790;32;11.01.2023 22:13:29;75117119;;25000;90100;65100;3,12
763790;33;11.01.2023 22:13:45;55304224;;25800;90400;64600;3,34
763790;34;11.01.2023 22:13:57;57030652;;25450;89150;63700;3,25
763790;35;11.01.2023 22:14:09;75106369;;24400;89700;65300;2,7
763790;36;11.01.2023 22:14:22;74916644;;26650;90350;63700;2,84
763790;37;11.01.2023 22:14:38;54695416;;26750;91550;64800;2,78
763790;38;11.01.2023 22:14:51;75105759;;26700;90000;63300;2,65
763790;39;11.01.2023 22:15:07;54712278;;26850;91250;64400;2,67
763790;40;11.01.2023 22:15:23;57357568;;25900;90350;64450;2,76
763790;41;11.01.2023 22:15:39;57760696;;26850;91100;64250;2,89
763831;1;12.01.2023 05:44:31;53979837;;26150;26150;0;3,36
763831;2;12.01.2023 05:44:44;51749018;;25950;25950;0;3,16
763831;3;12.01.2023 05:44:56;51031276;;23800;82100;58300;2,64
763831;4;12.01.2023 05:45:12;50438167;;26500;90700;64200;2,31
763831;5;12.01.2023 05:45:28;58288630;;25150;83850;58700;2,12
763831;6;12.01.2023 05:45:49;73979288;;26400;89750;63350;2,34
763831;7;12.01.2023 05:46:05;51076164;;25900;90450;64550;2,75
763831;8;12.01.2023 05:46:22;51129757;;25200;84400;59200;3,05
763831;9;12.01.2023 05:46:34;50644400;;24250;89450;65200;3,22
763831;10;12.01.2023 05:46:50;55053748;;25850;90050;64200;3,18
763831;11;12.01.2023 05:47:03;50688365;;24950;89700;64750;3,01
763831;12;12.01.2023 05:47:15;56905235;;22750;81100;58350;2,85
763831;13;12.01.2023 05:47:27;50180157;;26200;91300;65100;2,67
763831;14;12.01.2023 05:47:44;50439850;;26150;90050;63900;2,53
763831;15;12.01.2023 05:48:00;73993677;;26300;89250;62950;2,4
763831;16;12.01.2023 05:48:16;51994903;;25550;90300;64750;2,32
763831;17;12.01.2023 05:48:33;57365256;;25800;91100;65300;2,3
763831;18;12.01.2023 05:48:53;50603919;;26100;84150;58050;2,31
763831;19;12.01.2023 05:49:10;50027887;;25150;83550;58400;2,38
763831;20;12.01.2023 05:49:26;55548549;;26650;90800;64150;2,51
763831;21;12.01.2023 05:49:43;50071356;;25950;89150;63200;2,69
763831;22;12.01.2023 05:49:59;51031227;;23800;82000;58200;2,89
763831;23;12.01.2023 05:50:15;57333486;;27100;91250;64150;3,06
763831;24;12.01.2023 05:50:27;58644568;;26600;91100;64500;3,18
763831;25;12.01.2023 05:50:40;55054415;;26700;91600;64900;3,21
763831;26;12.01.2023 05:50:52;58643404;;26300;90500;64200;3,11
763831;27;12.01.2023 05:51:04;57273989;;25800;90400;64600;2,85
763831;28;12.01.2023 05:51:21;75121970;;27000;91650;64650;2,65
763831;29;12.01.2023 05:51:33;75041913;;26150;90550;64400;2,65
763831;30;12.01.2023 05:51:50;57351306;;26750;91800;65050;2,52
763831;31;12.01.2023 05:52:06;74906702;;25950;90700;64750;2,45
763831;32;12.01.2023 05:52:22;51920072;;25450;91550;66100;2,67
763831;33;12.01.2023 05:52:39;55947972;;26750;91500;64750;3,1
763831;34;12.01.2023 05:52:55;58649773;;26800;91900;65100;3,34
763831;35;12.01.2023 05:53:07;73727216;;26000;90700;64700;3,18
763831;36;12.01.2023 05:53:19;55949945;;26900;92500;65600;2,87
763831;37;12.01.2023 05:53:32;51524775;;25800;83600;57800;2,4
763831;38;12.01.2023 05:53:48;57077984;;26650;91500;64850;2,48
763831;39;12.01.2023 05:54:09;55946776;;26900;92100;65200;3,22
763831;40;12.01.2023 05:54:21;51174175;;24850;89000;64150;3,73
763831;41;12.01.2023 05:54:33;;;25800;90200;64400;3,7
763872;40;12.01.2023 12:13:48;73981201;66;0;26250;0;-3
763872;39;12.01.2023 12:14:05;74921180;66;0;24900;0;-2,77
763872;38;12.01.2023 12:14:17;75085712;66;0;25650;0;-2,68
763872;37;12.01.2023 12:14:34;57335499;62;0;24950;0;-2,69
763872;36;12.01.2023 12:14:50;54723432;66;0;25400;0;-2,65
763872;35;12.01.2023 12:15:06;55561914;106;0;26000;0;-2,58
763872;34;12.01.2023 12:15:26;51882546;106;0;27000;0;-2,65
763872;33;12.01.2023 12:15:43;74920182;66;0;24950;0;-2,8
763872;32;12.01.2023 12:16:01;75114751;101;0;24900;0;-2,9
763872;31;12.01.2023 12:16:12;52131398;106;0;26900;0;-3,14
763872;30;12.01.2023 12:16:28;57408254;106;0;26650;0;-3,44
763872;29;12.01.2023 12:16:40;75098723;106;0;25850;0;-3,59
763872;28;12.01.2023 12:16:53;75009167;106;0;25700;0;-3,42
763872;27;12.01.2023 12:17:05;73068462;90;0;26850;0;-2,77
763872;26;12.01.2023 12:17:21;75081323;92;0;27050;0;-2,88
763872;25;12.01.2023 12:17:38;57274961;90;0;26950;0;-3,02
763872;24;12.01.2023 12:17:50;50113422;66;0;26000;0;-2,88
