id_result;id_scales;id_marriag;trnum_in;trnum_out;invnum_in;invnum_out;num_in;num_out;date_in;date_out;date_marriag;deltatetime;tare_in;tare_out;brutto;netto;deltaweight;nact;reason
2;0;0;774123;0;73656787;0;41;0;2023-03-01 03:58:48;;;;25850;0;0;0;0;0;
3;0;0;774123;0;55691927;0;40;0;2023-03-01 03:59:04;;;;25800;0;0;0;0;0;
4;0;0;774123;0;52025517;0;39;0;2023-03-01 03:59:21;;;;25900;0;0;0;0;0;
5;0;0;774123;0;54775770;0;38;0;2023-03-01 03:59:33;;;;26100;0;0;0;0;0;
6;0;0;774123;0;50623586;0;37;0;2023-03-01 03:59:49;;;;24550;0;0;0;0;0;
7;0;0;774123;0;54098611;0;36;0;2023-03-01 04:00:02;;;;26100;0;0;0;0;0;
8;0;0;774123;0;57414930;0;35;0;2023-03-01 04:00:20;;;;26750;0;0;0;0;0;
9;0;0;774123;0;51882322;0;34;0;2023-03-01 04:00:30;;;;26300;0;0;0;0;0;
10;0;0;774123;0;57006876;0;33;0;2023-03-01 04:00:48;;;;26050;0;0;0;0;0;
11;0;0;774123;0;57349557;0;32;0;2023-03-01 04:01:01;;;;25950;0;0;0;0;0;
12;0;0;774123;0;50553635;0;31;0;2023-03-01 04:01:11;;;;24100;0;0;0;0;0;
13;0;0;774123;0;57259350;0;30;0;2023-03-01 04:01:24;;;;25850;0;0;0;0;0;
14;0;0;774123;0;57206765;0;29;0;2023-03-01 04:01:36;;;;27500;0;0;0;0;0;
15;0;0;774123;0;73971855;0;28;0;2023-03-01 04:01:52;;;;25200;0;0;0;0;0;
16;0;0;774123;0;75052753;0;27;0;2023-03-01 04:02:05;;;;26150;0;0;0;0;0;
17;0;0;774123;0;50242031;0;26;0;2023-03-01 04:02:22;;;;26500;0;0;0;0;0;
18;0;0;774123;0;73273682;0;25;0;2023-03-01 04:02:33;;;;25750;0;0;0;0;0;
19;0;0;774123;0;75054577;0;24;0;2023-03-01 04:02:51;;;;26700;0;0;0;0;0;
20;0;0;774123;0;51635522;0;23;0;2023-03-01 04:03:03;;;;26700;0;0;0;0;0;
21;0;0;774123;0;75013540;0;22;0;2023-03-01 04:03:18;;;;24850;0;0;0;0;0;
22;0;0;774123;0;57030579;0;21;0;2023-03-01 04:03:31;;;;26350;0;0;0;0;0;
23;0;0;774123;0;73261786;0;20;0;2023-03-01 04:03:48;;;;25800;0;0;0;0;0;
24;0;0;774123;0;54682083;0;19;0;2023-03-01 04:04:03;;;;24950;0;0;0;0;0;
25;0;0;774123;0;57090953;0;18;0;2023-03-01 04:04:20;;;;25800;0;0;0;0;0;
26;0;0;774123;0;57679409;0;17;0;2023-03-01 04:04:36;;;;25900;0;0;0;0;0;
27;0;0;774123;0;54240189;0;16;0;2023-03-01 04:04:54;;;;26000;0;0;0;0;0;
28;0;0;774123;0;55303085;0;15;0;2023-03-01 04:05:05;;;;26800;0;0;0;0;0;
29;0;0;774123;0;55652689;0;14;0;2023-03-01 04:05:21;;;;25500;0;0;0;0;0;
30;0;0;774123;0;73067712;0;13;0;2023-03-01 04:05:38;;;;25950;0;0;0;0;0;
31;0;0;774123;0;51873990;0;12;0;2023-03-01 04:05:54;;;;26900;0;0;0;0;0;
32;0;0;774123;0;75106443;0;11;0;2023-03-01 04:06:12;;;;24400;0;0;0;0;0;
33;0;0;774123;0;51047561;0;10;0;2023-03-01 04:06:23;;;;26350;0;0;0;0;0;
34;0;0;774123;0;50915495;0;9;0;2023-03-01 04:06:35;;;;26150;0;0;0;0;0;
35;0;0;774123;0;57254427;0;8;0;2023-03-01 04:06:53;;;;26600;0;0;0;0;0;
36;0;0;774123;0;75050021;0;7;0;2023-03-01 04:07:04;;;;26050;0;0;0;0;0;
37;0;0;774123;0;73098253;0;6;0;2023-03-01 04:07:16;;;;26050;0;0;0;0;0;
38;0;0;774123;0;74915075;0;5;0;2023-03-01 04:07:34;;;;25700;0;0;0;0;0;
39;0;0;774123;0;51616563;0;4;0;2023-03-01 04:07:46;;;;26750;0;0;0;0;0;
40;0;0;774123;0;74952169;0;3;0;2023-03-01 04:07:58;;;;25900;0;0;0;0;0;
41;0;0;774123;0;73071318;0;2;0;2023-03-01 04:08:05;;;;26150;0;0;0;0;0;
42;0;0;774123;0;75133553;0;1;0;2023-03-01 04:08:23;;;;26450;0;0;0;0;0;
43;0;0;774204;0;74915968;0;43;0;2023-03-01 13:56:51;;;;25750;0;0;0;0;0;
44;0;0;774204;0;54241971;0;42;0;2023-03-01 13:57:07;;;;26900;0;0;0;0;0;
45;0;0;774204;0;57158164;0;41;0;2023-03-01 13:57:24;;;;25850;0;0;0;0;0;
46;0;0;774204;0;75017111;0;40;0;2023-03-01 13:57:40;;;;26850;0;0;0;0;0;
47;0;0;774204;0;57408288;0;39;0;2023-03-01 13:57:57;;;;26250;0;0;0;0;0;
48;0;0;774204;0;74205949;0;38;0;2023-03-01 13:58:13;;;;25950;0;0;0;0;0;
49;0;0;774204;0;57221525;0;37;0;2023-03-01 13:58:29;;;;25350;0;0;0;0;0;
50;0;0;774204;0;55945711;0;36;0;2023-03-01 13:58:46;;;;26950;0;0;0;0;0;
51;0;0;774204;0;75097469;0;35;0;2023-03-01 13:59:03;;;;25950;0;0;0;0;0;
52;0;0;774204;0;51542868;0;34;0;2023-03-01 13:59:14;;;;27550;0;0;0;0;0;
53;0;0;774204;0;51579670;0;33;0;2023-03-01 13:59:31;;;;27650;0;0;0;0;0;
54;0;0;774204;0;50553866;0;32;0;2023-03-01 13:59:48;;;;24250;0;0;0;0;0;
55;0;0;774204;0;75097147;0;31;0;2023-03-01 13:59:59;;;;26650;0;0;0;0;0;
56;0;0;774204;0;51632560;0;30;0;2023-03-01 14:00:17;;;;25200;0;0;0;0;0;
57;0;0;774204;0;50148808;0;29;0;2023-03-01 14:00:29;;;;27000;0;0;0;0;0;
58;0;0;774204;0;51555225;0;28;0;2023-03-01 14:00:40;;;;25700;0;0;0;0;0;
59;0;0;774204;0;73065401;0;27;0;2023-03-01 14:00:57;;;;26900;0;0;0;0;0;
60;0;0;774204;0;55947311;0;26;0;2023-03-01 14:01:09;;;;26250;0;0;0;0;0;
61;0;0;774204;0;57527376;0;25;0;2023-03-01 14:01:25;;;;26750;0;0;0;0;0;
62;0;0;774204;0;57201378;0;24;0;2023-03-01 14:01:42;;;;26800;0;0;0;0;0;
63;0;0;774204;0;57353187;0;23;0;2023-03-01 14:01:54;;;;28150;0;0;0;0;0;
64;0;0;774204;0;54715040;0;22;0;2023-03-01 14:02:10;;;;27000;0;0;0;0;0;
65;0;0;774204;0;54487129;0;21;0;2023-03-01 14:02:28;;;;25900;0;0;0;0;0;
66;0;0;774204;0;73926859;0;20;0;2023-03-01 14:02:39;;;;25600;0;0;0;0;0;
67;0;0;774204;0;54753066;0;19;0;2023-03-01 14:02:52;;;;26150;0;0;0;0;0;
68;0;0;774204;0;51616761;0;18;0;2023-03-01 14:03:08;;;;26450;0;0;0;0;0;
69;0;0;774204;0;53926663;0;17;0;2023-03-01 14:03:20;;;;28600;0;0;0;0;0;
70;0;0;774204;0;75008649;0;16;0;2023-03-01 14:03:36;;;;26000;0;0;0;0;0;
71;0;0;774204;0;53883278;0;15;0;2023-03-01 14:03:54;;;;26900;0;0;0;0;0;
72;0;0;774204;0;57311698;0;14;0;2023-03-01 14:04:06;;;;26900;0;0;0;0;0;
73;0;0;774204;0;55947063;0;13;0;2023-03-01 14:04:17;;;;27450;0;0;0;0;0;
74;0;0;774204;0;75123976;0;12;0;2023-03-01 14:04:34;;;;24650;0;0;0;0;0;
75;0;0;774204;0;73526881;0;11;0;2023-03-01 14:04:52;;;;26900;0;0;0;0;0;
76;0;0;774204;0;50652247;0;10;0;2023-03-01 14:05:02;;;;24150;0;0;0;0;0;
77;0;0;774204;0;73100109;0;9;0;2023-03-01 14:05:15;;;;26000;0;0;0;0;0;
78;0;0;774204;0;75107334;0;8;0;2023-03-01 14:05:31;;;;25350;0;0;0;0;0;
79;0;0;774204;0;52114394;0;7;0;2023-03-01 14:05:44;;;;26800;0;0;0;0;0;
80;0;0;774204;0;57381360;0;6;0;2023-03-01 14:06:00;;;;26800;0;0;0;0;0;
81;0;0;774204;0;75049825;0;5;0;2023-03-01 14:06:17;;;;26150;0;0;0;0;0;
82;0;0;774204;0;73908881;0;4;0;2023-03-01 14:06:28;;;;27150;0;0;0;0;0;
83;0;0;774204;0;57202897;0;3;0;2023-03-01 14:06:46;;;;27000;0;0;0;0;0;
84;0;0;774204;0;51544260;0;2;0;2023-03-01 14:06:57;;;;26600;0;0;0;0;0;
85;0;0;774204;0;55051940;0;1;0;2023-03-01 14:07:09;;;;26000;0;0;0;0;0;
86;0;0;775046;0;51025641;0;12;0;2023-03-05 11:56:37;;;;77950;0;0;0;0;0;
87;0;0;775046;0;51671634;0;11;0;2023-03-05 11:56:49;;;;78200;0;0;0;0;0;
88;0;0;775046;0;51440709;0;10;0;2023-03-05 11:57:01;;;;79700;0;0;0;0;0;
89;0;0;775046;0;55947287;0;9;0;2023-03-05 11:57:14;;;;88900;0;0;0;0;0;
90;0;0;775046;0;74920182;0;8;0;2023-03-05 11:57:27;;;;87150;0;0;0;0;0;
91;0;0;775046;0;50118967;0;7;0;2023-03-05 11:57:40;;;;88000;0;0;0;0;0;
92;0;0;775046;0;51433944;0;6;0;2023-03-05 11:57:47;;;;78400;0;0;0;0;0;
93;0;0;775046;0;50552769;0;5;0;2023-03-05 11:57:59;;;;78200;0;0;0;0;0;
94;0;0;775046;0;51434140;0;4;0;2023-03-05 11:58:13;;;;78500;0;0;0;0;0;
95;0;0;775046;0;57715997;0;3;0;2023-03-05 11:58:25;;;;77050;0;0;0;0;0;
96;0;0;775046;0;51720928;0;2;0;2023-03-05 11:58:32;;;;24250;0;0;0;0;0;
97;0;0;775046;0;51563633;0;1;0;2023-03-05 11:58:44;;;;26050;0;0;0;0;0;
98;0;0;775058;0;51563633;0;1;0;2023-03-05 12:02:02;;;;26050;0;0;0;0;0;
99;0;0;775058;0;57715997;0;3;0;2023-03-05 12:02:35;;;;77050;0;0;0;0;0;
100;0;0;775058;0;51434140;0;4;0;2023-03-05 12:02:47;;;;78550;0;0;0;0;0;
101;0;0;775058;0;50552769;0;5;0;2023-03-05 12:02:59;;;;78100;0;0;0;0;0;
102;0;0;775058;0;74920182;0;8;0;2023-03-05 12:03:40;;;;87000;0;0;0;0;0;
103;0;0;775058;0;55947287;0;9;0;2023-03-05 12:03:52;;;;88850;0;0;0;0;0;
104;0;0;775058;0;51440709;0;10;0;2023-03-05 12:04:05;;;;79700;0;0;0;0;0;
105;0;0;775058;0;51671634;0;11;0;2023-03-05 12:04:17;;;;78100;0;0;0;0;0;
106;0;0;775070;0;50001924;0;41;0;2023-03-05 14:42:22;;;;23800;0;0;0;0;0;
107;0;0;775070;0;50955061;0;40;0;2023-03-05 14:42:34;;;;23650;0;0;0;0;0;
108;0;0;775070;0;52027299;0;39;0;2023-03-05 14:42:50;;;;25150;0;0;0;0;0;
109;0;0;775070;0;50629476;0;38;0;2023-03-05 14:43:00;;;;24800;0;0;0;0;0;
110;0;0;775070;0;55055719;0;37;0;2023-03-05 14:43:12;;;;26800;0;0;0;0;0;
111;0;0;775070;0;73027922;0;36;0;2023-03-05 14:43:19;;;;23750;0;0;0;0;0;
112;0;0;775070;0;50679539;0;35;0;2023-03-05 14:43:31;;;;24900;0;0;0;0;0;
113;0;0;775070;0;57079469;0;34;0;2023-03-05 14:43:44;;;;27000;0;0;0;0;0;
114;0;0;775070;0;73971632;0;33;0;2023-03-05 14:43:56;;;;26300;0;0;0;0;0;
115;0;0;775070;0;75093310;0;32;0;2023-03-05 14:44:09;;;;25550;0;0;0;0;0;
116;0;0;775070;0;73328486;0;31;0;2023-03-05 14:44:16;;;;26800;0;0;0;0;0;
117;0;0;775070;0;58644337;0;30;0;2023-03-05 14:44:29;;;;27000;0;0;0;0;0;
118;0;0;775070;0;75121814;0;29;0;2023-03-05 14:44:37;;;;27100;0;0;0;0;0;
119;0;0;775070;0;73971640;0;28;0;2023-03-05 14:44:49;;;;25250;0;0;0;0;0;
120;0;0;775070;0;75047480;0;27;0;2023-03-05 14:45:01;;;;26250;0;0;0;0;0;
121;0;0;775070;0;51423044;0;26;0;2023-03-05 14:45:19;;;;26300;0;0;0;0;0;
122;0;0;775070;0;54721105;0;25;0;2023-03-05 14:45:31;;;;25500;0;0;0;0;0;
123;0;0;775070;0;57124604;0;24;0;2023-03-05 14:45:44;;;;26750;0;0;0;0;0;
124;0;0;775070;0;51166536;0;23;0;2023-03-05 14:45:55;;;;25850;0;0;0;0;0;
125;0;0;775070;0;50937325;0;22;0;2023-03-05 14:46:07;;;;26300;0;0;0;0;0;
126;0;0;775070;0;55562284;0;21;0;2023-03-05 14:46:19;;;;26000;0;0;0;0;0;
127;0;0;775070;0;58643099;0;20;0;2023-03-05 14:46:37;;;;26900;0;0;0;0;0;
128;0;0;775070;0;74920638;0;19;0;2023-03-05 14:46:49;;;;25850;0;0;0;0;0;
129;0;0;775070;0;74983438;0;18;0;2023-03-05 14:47:02;;;;25950;0;0;0;0;0;
130;0;0;775070;0;55949937;0;17;0;2023-03-05 14:47:08;;;;27000;0;0;0;0;0;
131;0;0;775070;0;73722951;0;16;0;2023-03-05 14:47:22;;;;26850;0;0;0;0;0;
132;0;0;775070;0;75119826;0;15;0;2023-03-05 14:47:34;;;;26550;0;0;0;0;0;
133;0;0;775070;0;54099874;0;14;0;2023-03-05 14:47:41;;;;25100;0;0;0;0;0;
134;0;0;775070;0;75048520;0;13;0;2023-03-05 14:47:55;;;;26900;0;0;0;0;0;
135;0;0;775070;0;50687508;0;12;0;2023-03-05 14:48:07;;;;25150;0;0;0;0;0;
136;0;0;775070;0;50118835;0;11;0;2023-03-05 14:48:14;;;;26900;0;0;0;0;0;
137;0;0;775070;0;73058067;0;10;0;2023-03-05 14:48:27;;;;26500;0;0;0;0;0;
138;0;0;775070;0;58642117;0;9;0;2023-03-05 14:48:39;;;;26850;0;0;0;0;0;
139;0;0;775070;0;50064583;0;8;0;2023-03-05 14:48:47;;;;26650;0;0;0;0;0;
140;0;0;775070;0;75009456;0;7;0;2023-03-05 14:49:00;;;;25850;0;0;0;0;0;
141;0;0;775070;0;75101485;0;6;0;2023-03-05 14:49:12;;;;25400;0;0;0;0;0;
142;0;0;775070;0;51216976;0;5;0;2023-03-05 14:49:19;;;;23300;0;0;0;0;0;
143;0;0;775070;0;54629118;0;4;0;2023-03-05 14:49:33;;;;26100;0;0;0;0;0;
144;0;0;775070;0;51723211;0;3;0;2023-03-05 14:49:40;;;;24400;0;0;0;0;0;
145;0;0;775070;0;75062588;0;2;0;2023-03-05 14:49:52;;;;26850;0;0;0;0;0;
146;0;0;775070;0;57410516;0;1;0;2023-03-05 14:50:10;;;;27050;0;0;0;0;0;
147;0;0;775151;0;75115733;0;41;0;2023-03-05 18:24:16;;;;25050;0;0;0;0;0;
148;0;0;775151;0;73099830;0;40;0;2023-03-05 18:24:25;;;;27000;0;0;0;0;0;
149;0;0;775151;0;51040467;0;39;0;2023-03-05 18:24:37;;;;25300;0;0;0;0;0;
150;0;0;775151;0;73963514;0;38;0;2023-03-05 18:24:49;;;;26600;0;0;0;0;0;
151;0;0;775151;0;73013252;0;37;0;2023-03-05 18:25:01;;;;27100;0;0;0;0;0;
152;0;0;775151;0;51459246;0;36;0;2023-03-05 18:25:14;;;;26650;0;0;0;0;0;
153;0;0;775151;0;57415366;0;35;0;2023-03-05 18:25:27;;;;26600;0;0;0;0;0;
154;0;0;775151;0;58147752;0;34;0;2023-03-05 18:25:39;;;;26300;0;0;0;0;0;
155;0;0;775151;0;58641382;0;33;0;2023-03-05 18:25:50;;;;26900;0;0;0;0;0;
156;0;0;775151;0;58642646;0;32;0;2023-03-05 18:26:04;;;;25950;0;0;0;0;0;
157;0;0;775151;0;73024523;0;31;0;2023-03-05 18:26:16;;;;26950;0;0;0;0;0;
158;0;0;775151;0;51180776;0;30;0;2023-03-05 18:26:23;;;;23250;0;0;0;0;0;
159;0;0;775151;0;57383770;0;29;0;2023-03-05 18:26:36;;;;26350;0;0;0;0;0;
160;0;0;775151;0;75121772;0;28;0;2023-03-05 18:26:49;;;;27000;0;0;0;0;0;
161;0;0;775151;0;73908006;0;27;0;2023-03-05 18:27:00;;;;27000;0;0;0;0;0;
162;0;0;775151;0;51554970;0;26;0;2023-03-05 18:27:12;;;;25500;0;0;0;0;0;
163;0;0;775151;0;57178915;0;25;0;2023-03-05 18:27:25;;;;26350;0;0;0;0;0;
164;0;0;775151;0;75125906;0;24;0;2023-03-05 18:27:38;;;;26150;0;0;0;0;0;
165;0;0;775151;0;51247690;0;23;0;2023-03-05 18:27:50;;;;26550;0;0;0;0;0;
166;0;0;775151;0;51563872;0;22;0;2023-03-05 18:27:58;;;;26350;0;0;0;0;0;
167;0;0;775151;0;57209736;0;21;0;2023-03-05 18:28:10;;;;26800;0;0;0;0;0;
168;0;0;775151;0;50076082;0;20;0;2023-03-05 18:28:22;;;;26150;0;0;0;0;0;
169;0;0;775151;0;50554054;0;19;0;2023-03-05 18:28:34;;;;23900;0;0;0;0;0;
170;0;0;775151;0;55561336;0;18;0;2023-03-05 18:28:47;;;;26750;0;0;0;0;0;
171;0;0;775151;0;50988567;0;17;0;2023-03-05 18:28:59;;;;26650;0;0;0;0;0;
172;0;0;775151;0;51524528;0;16;0;2023-03-05 18:29:11;;;;25950;0;0;0;0;0;
173;0;0;775151;0;74918145;0;15;0;2023-03-05 18:29:24;;;;24900;0;0;0;0;0;
174;0;0;775151;0;51456408;0;14;0;2023-03-05 18:29:37;;;;25700;0;0;0;0;0;
175;0;0;775151;0;52112695;0;13;0;2023-03-05 18:29:49;;;;26450;0;0;0;0;0;
176;0;0;775151;0;54642236;0;12;0;2023-03-05 18:30:02;;;;25100;0;0;0;0;0;
177;0;0;775151;0;51215986;0;11;0;2023-03-05 18:30:14;;;;26750;0;0;0;0;0;
178;0;0;775151;0;55655617;0;10;0;2023-03-05 18:30:21;;;;25950;0;0;0;0;0;
179;0;0;775151;0;75019778;0;9;0;2023-03-05 18:30:33;;;;26650;0;0;0;0;0;
180;0;0;775151;0;51103935;0;8;0;2023-03-05 18:30:45;;;;25250;0;0;0;0;0;
181;0;0;775151;0;73580086;0;7;0;2023-03-05 18:30:58;;;;26050;0;0;0;0;0;
182;0;0;775151;0;53877965;0;6;0;2023-03-05 18:31:10;;;;26600;0;0;0;0;0;
183;0;0;775151;0;73953333;0;5;0;2023-03-05 18:31:22;;;;26500;0;0;0;0;0;
184;0;0;775151;0;50411297;0;4;0;2023-03-05 18:31:36;;;;26700;0;0;0;0;0;
185;0;0;775151;0;58644303;0;3;0;2023-03-05 18:31:48;;;;27100;0;0;0;0;0;
186;0;0;775151;0;57156085;0;2;0;2023-03-05 18:31:55;;;;27100;0;0;0;0;0;
187;0;0;775151;0;75050005;0;1;0;2023-03-05 18:32:07;;;;25750;0;0;0;0;0;
188;0;0;775192;0;50118967;0;1;0;2023-03-06 04:37:08;;;;25900;0;0;0;0;0;
189;0;0;775192;0;74920182;0;2;0;2023-03-06 04:37:24;;;;25300;0;0;0;0;0;
190;0;0;775192;0;55947287;0;3;0;2023-03-06 04:37:37;;;;27000;0;0;0;0;0;
191;0;0;775192;0;51440709;0;4;0;2023-03-06 04:37:53;;;;27050;0;0;0;0;0;
192;0;0;775192;0;51671634;0;5;0;2023-03-06 04:38:09;;;;25750;0;0;0;0;0;
193;0;0;775192;0;51025641;0;6;0;2023-03-06 04:38:22;;;;25600;0;0;0;0;0;
194;0;0;775280;0;50552769;0;5;0;2023-03-06 14:59:23;;;;25700;0;0;0;0;0;
195;0;0;775280;0;51434140;0;4;0;2023-03-06 14:59:36;;;;25700;0;0;0;0;0;
196;0;0;775280;0;57715997;0;3;0;2023-03-06 14:59:48;;;;24450;0;0;0;0;0;
197;0;0;775280;0;51563633;0;1;0;2023-03-06 15:00:22;;;;26050;0;0;0;0;0;
198;0;0;775286;0;51563633;0;1;0;2023-03-06 16:17:42;;;;26100;0;0;0;0;0;
199;0;0;775286;0;57715997;0;3;0;2023-03-06 16:18:11;;;;24600;0;0;0;0;0;
200;0;0;775286;0;51434140;0;4;0;2023-03-06 16:18:27;;;;25900;0;0;0;0;0;
201;0;0;775286;0;50552769;0;5;0;2023-03-06 16:18:40;;;;25500;0;0;0;0;0;
202;0;0;775286;0;51433944;0;6;0;2023-03-06 16:18:52;;;;26050;0;0;0;0;0;
203;0;0;775983;0;50148295;0;13;0;2023-03-09 16:20:24;;;;78200;0;0;0;0;0;
204;0;0;775983;0;75093286;0;12;0;2023-03-09 16:20:40;;;;86950;0;0;0;0;0;
205;0;0;775983;0;57431611;0;11;0;2023-03-09 16:21:01;;;;88650;0;0;0;0;0;
206;0;0;775983;0;53982708;0;10;0;2023-03-09 16:21:09;;;;87500;0;0;0;0;0;
207;0;0;775983;0;57218299;0;9;0;2023-03-09 16:21:27;;;;88500;0;0;0;0;0;
208;0;0;775983;0;58272881;0;8;0;2023-03-09 16:21:38;;;;78450;0;0;0;0;0;
209;0;0;775983;0;74978487;0;7;0;2023-03-09 16:21:50;;;;86550;0;0;0;0;0;
210;0;0;775983;0;57948648;0;6;0;2023-03-09 16:22:03;;;;87550;0;0;0;0;0;
211;0;0;775983;0;51243095;0;5;0;2023-03-09 16:22:15;;;;80250;0;0;0;0;0;
212;0;0;775983;0;51479020;0;4;0;2023-03-09 16:22:29;;;;78400;0;0;0;0;0;
213;0;0;775983;0;51728673;0;3;0;2023-03-09 16:22:41;;;;79000;0;0;0;0;0;
214;0;0;775983;0;51703528;0;2;0;2023-03-09 16:22:48;;;;26150;0;0;0;0;0;
215;0;0;775983;0;57096703;0;1;0;2023-03-09 16:23:01;;;;26850;0;0;0;0;0;
216;0;0;775996;0;57096703;0;1;0;2023-03-09 16:24:44;;;;27000;0;0;0;0;0;
217;0;0;775996;0;51703528;0;2;0;2023-03-09 16:25:00;;;;26100;0;0;0;0;0;
218;0;0;775996;0;51728673;0;3;0;2023-03-09 16:25:12;;;;79150;0;0;0;0;0;
219;0;0;775996;0;51479020;0;4;0;2023-03-09 16:25:25;;;;78300;0;0;0;0;0;
220;0;0;775996;0;58272881;0;8;0;2023-03-09 16:26:02;;;;78400;0;0;0;0;0;
221;0;0;775996;0;57431611;0;11;0;2023-03-09 16:26:26;;;;88700;0;0;0;0;0;
222;0;0;775996;0;75093286;0;12;0;2023-03-09 16:26:34;;;;86900;0;0;0;0;0;
223;0;0;775996;0;50148295;0;13;0;2023-03-09 16:26:42;;;;78150;0;0;0;0;0;
224;0;0;776009;0;75114827;0;41;0;2023-03-09 18:30:40;;;;25000;0;0;0;0;0;
225;0;0;776009;0;73965683;0;40;0;2023-03-09 18:30:53;;;;25750;0;0;0;0;0;
226;0;0;776009;0;73953325;0;39;0;2023-03-09 18:31:13;;;;26950;0;0;0;0;0;
227;0;0;776009;0;73982084;0;38;0;2023-03-09 18:31:21;;;;26150;0;0;0;0;0;
228;0;0;776009;0;50163369;0;37;0;2023-03-09 18:31:34;;;;26150;0;0;0;0;0;
229;0;0;776009;0;55947709;0;36;0;2023-03-09 18:31:56;;;;26950;0;0;0;0;0;
230;0;0;776009;0;57043929;0;35;0;2023-03-09 18:32:07;;;;25900;0;0;0;0;0;
231;0;0;776009;0;57199994;0;34;0;2023-03-09 18:32:24;;;;26700;0;0;0;0;0;
232;0;0;776009;0;57356677;0;33;0;2023-03-09 18:32:35;;;;26800;0;0;0;0;0;
233;0;0;776009;0;73911760;0;32;0;2023-03-09 18:32:47;;;;25950;0;0;0;0;0;
234;0;0;776009;0;57776593;0;31;0;2023-03-09 18:33:01;;;;25450;0;0;0;0;0;
235;0;0;776009;0;54704887;0;30;0;2023-03-09 18:33:13;;;;26550;0;0;0;0;0;
236;0;0;776009;0;51720985;0;29;0;2023-03-09 18:33:24;;;;24900;0;0;0;0;0;
237;0;0;776009;0;75106609;0;28;0;2023-03-09 18:33:37;;;;25500;0;0;0;0;0;
238;0;0;776009;0;58281593;0;27;0;2023-03-09 18:33:54;;;;25600;0;0;0;0;0;
239;0;0;776009;0;52131091;0;26;0;2023-03-09 18:34:05;;;;26500;0;0;0;0;0;
240;0;0;776009;0;54702261;0;25;0;2023-03-09 18:34:22;;;;26150;0;0;0;0;0;
241;0;0;776009;0;75065110;0;24;0;2023-03-09 18:34:34;;;;27000;0;0;0;0;0;
242;0;0;776009;0;57269748;0;23;0;2023-03-09 18:34:46;;;;27200;0;0;0;0;0;
243;0;0;776009;0;50385897;0;22;0;2023-03-09 18:35:04;;;;26250;0;0;0;0;0;
244;0;0;776009;0;56741994;0;21;0;2023-03-09 18:35:21;;;;27000;0;0;0;0;0;
245;0;0;776009;0;57334054;0;20;0;2023-03-09 18:35:33;;;;26150;0;0;0;0;0;
246;0;0;776009;0;50076686;0;19;0;2023-03-09 18:35:45;;;;26600;0;0;0;0;0;
247;0;0;776009;0;50062066;0;18;0;2023-03-09 18:35:57;;;;25750;0;0;0;0;0;
248;0;0;776009;0;57330029;0;17;0;2023-03-09 18:36:10;;;;27100;0;0;0;0;0;
249;0;0;776009;0;75090225;0;16;0;2023-03-09 18:36:20;;;;26700;0;0;0;0;0;
250;0;0;776009;0;74921420;0;15;0;2023-03-09 18:36:33;;;;26950;0;0;0;0;0;
251;0;0;776009;0;58296104;0;14;0;2023-03-09 18:36:45;;;;24300;0;0;0;0;0;
252;0;0;776009;0;50067859;0;13;0;2023-03-09 18:36:57;;;;26750;0;0;0;0;0;
253;0;0;776009;0;51790848;0;12;0;2023-03-09 18:37:10;;;;26750;0;0;0;0;0;
254;0;0;776009;0;53926309;0;11;0;2023-03-09 18:37:22;;;;28400;0;0;0;0;0;
255;0;0;776009;0;52025772;0;10;0;2023-03-09 18:37:36;;;;25900;0;0;0;0;0;
256;0;0;776009;0;50624139;0;9;0;2023-03-09 18:37:43;;;;23750;0;0;0;0;0;
257;0;0;776009;0;51542884;0;8;0;2023-03-09 18:37:55;;;;27050;0;0;0;0;0;
258;0;0;776009;0;51158376;0;7;0;2023-03-09 18:38:13;;;;25100;0;0;0;0;0;
259;0;0;776009;0;54704200;0;6;0;2023-03-09 18:38:23;;;;26800;0;0;0;0;0;
260;0;0;776009;0;55303424;0;5;0;2023-03-09 18:38:36;;;;25700;0;0;0;0;0;
261;0;0;776009;0;55949382;0;4;0;2023-03-09 18:38:49;;;;26500;0;0;0;0;0;
262;0;0;776009;0;54618210;0;3;0;2023-03-09 18:39:01;;;;26850;0;0;0;0;0;
263;0;0;776009;0;53868428;0;2;0;2023-03-09 18:39:12;;;;26650;0;0;0;0;0;
264;0;0;776009;0;75115014;0;1;0;2023-03-09 18:39:25;;;;24950;0;0;0;0;0;
265;0;0;776091;0;58272881;0;1;0;2023-03-10 17:09:06;;;;25200;0;0;0;0;0;
266;0;0;776091;0;57218299;0;2;0;2023-03-10 17:09:22;;;;24800;0;0;0;0;0;
267;0;0;776135;0;51402006;0;2;0;2023-03-10 18:09:34;;;;26700;0;0;0;0;0;
268;0;0;776135;0;73924425;0;3;0;2023-03-10 18:09:42;;;;91250;0;0;0;0;0;
269;0;0;776135;0;51142461;0;4;0;2023-03-10 18:09:54;;;;81750;0;0;0;0;0;
270;0;0;776135;0;50687920;0;5;0;2023-03-10 18:10:06;;;;89650;0;0;0;0;0;
271;0;0;776135;0;54699400;0;7;0;2023-03-10 18:10:27;;;;92300;0;0;0;0;0;
272;0;0;776135;0;54026356;0;8;0;2023-03-10 18:10:39;;;;89600;0;0;0;0;0;
273;0;0;776135;0;75106872;0;9;0;2023-03-10 18:10:51;;;;90700;0;0;0;0;0;
