№ п/п;№ ЖДЦ;ТИП;Грузоподъёмность ;№ акта;Дата браковки;Причина;Собственник
47;50911312;67;58;594;09.08.2022;Прикрытие;нет соб-ка
48;51071124;62;68,5;594;09.08.2022;Прикрытие;нет соб-ка
49;51864627;90;66;594;09.08.2022;Заготовка на ст. Кряж;"АО ""НТС"""
50;50934652;62;60;595;09.08.2022;Прикрытие;нет соб-ка
51;50930676;67;58;595;09.08.2022;Прикрытие;нет соб-ка
52;74909532;92;66;595;09.08.2022;не исправен поглощающий аппарат;"АО ""НТС"""
53;52131091;106;66;596;10.08.2022;Прикрытие;АО НТС
54;73999021;92;66;596;10.08.2022;Прикрытие;АО НТС
55;50001353;62;60;596;10.08.2022;заготовка на ст КРЯЖ;РН-ТРАНС
56;53940235;85;66;596;10.08.2022;заготовка на ст КРЯЖ;РН-ТРАНС
57;50197755;66;66;597;10.08.2022;Прикрытие;нет соб-ка
58;50932276;62;60;597;10.08.2022;Прикрытие;нет соб-ка
59;73908808;106;66;597;10.08.2022;Тонкий гребень;"АО ""НТС"""
60;54695234;90;66;597;10.08.2022;Тонкий гребень;"АО ""НТС"""
61;50998400;62;60;598;11.08.2022;Прикрытие;нет соб-ка
62;50996776;62;60;598;11.08.2022;Прикрытие;нет соб-ка
63;50197755;66;66;599;11.08.2022;Прикрытие;нет соб-ка
64;50932276;62;60;599;11.08.2022;Прикрытие;нет соб-ка
65;51534956;62;66;600;12.08.2022;Прикрытие;нет соб-ка
66;51474054;62;66;600;12.08.2022;Прикрытие;нет соб-ка
67;50081637;90;66;601;12.08.2022;Прикрытие;ТРАНСОЙЛ
68;51411866;66;65;601;12.08.2022;Прикрытие;ТРАНСОЙЛ
69;75053819;106;66;601;12.08.2022;СЛЕТЕЛ ТРОС;АО НТС
70;75019778;106;66;601;12.08.2022;ЗАГОТОВКА НА НКБШ;АО НТС
71;54695648;90;66;601;12.08.2022;ПРОСРОЧЕН ДЕП. РЕМОНТ;ТРАНСОЙЛ
72;51990455;66;66;602;13.08.2022;Прикрытие;НефтеТрансСервис
73;54252770;106;66;602;13.08.2022;Прикрытие;ТРАНСОЙЛ
74;57194235;90;66;603;13.08.2022;Прикрытие;АО НТС
75;73969982;66;66;603;13.08.2022;Прикрытие;АО НТС
76;55667208;66;66;603;13.08.2022;слетел трос;НефтеТрансСервис
77;57304172;66;66;603;13.08.2022;слетел трос;НефтеТрансСервис
78;57252934;106;66;604;14.08.2022;Прикрытие;"АО ""НТС"""
79;73717480;90;66;604;14.08.2022;Прикрытие;ТРАНСОЙЛ
80;50582626;62;60;604;14.08.2022;ВУ-20 под ДТ;ЭКЗА
81;50934587;62;60;605;14.08.2022;Прикрытие;
82;50996057;62;60;605;14.08.2022;Прикрытие;
83;54253240;106;66;605;14.08.2022;трос слетел;"АО ""НТС"""
84;50470798;66;68;605;14.08.2022;трос слетел;"АО ""НТС"""
85;51656528;85;66;606;15.08.2022;Прикрытие;"АО ""НТС"""
86;50629864;62;67;606;15.08.2022;Прикрытие;РН-ТРАНС
87;53947057;92;66;606;15.08.2022;не исправен поглощающий аппарат;"АО ""НТС"""
88;50416452;66;66;607;15.08.2022;Прикрытие;
89;57434896;66;66;607;15.08.2022;Прикрытие;
90;73092868;90;66;608;16.08.2022;Прикрытие;"АО ""НТС"""
91;53925533;72;66;608;16.08.2022;Прикрытие;
92;50929454;90;66;608;16.08.2022;не исправен фрикционный ап-ат.;ТРАНСОЙЛ
93;50439876;90;66;609;16.08.2022;Прикрытие;ТРАНСОЙЛ
94;75098855;106;66;609;16.08.2022;Прикрытие;ТРАНСОЙЛ
95;73192684;90;66;609;16.08.2022;Тонкий гребень;ТРАНСОЙЛ
96;55950240;90;66;609;16.08.2022;Тонкий гребень;"АО ""НТС"""
97;57527376;90;66;609;16.08.2022;излом ручки;"АО ""НТС"""
98;51579886;72;65;610;17.08.2022;Прикрытие;РН-ТРАНС
99;51095818;72;66;610;17.08.2022;Прикрытие;"АО ""НТС"""
100;51262822;66;66;611;17.08.2022;Прикрытие;ТРАНСОЙЛ
101;50538008;66;68;611;17.08.2022;Прикрытие;ТРАНСОЙЛ
102;73717480;90;66;612;17.08.2022;брак по стояку;ТРАНСОЙЛ
103;54083571;106;66;612;17.08.2022;Прикрытие;ТРАНСОЙЛ
104;51456614;66;65;612;17.08.2022;Прикрытие;"АО ""НТС"""
105;54695648;90;66;612;17.08.2022;в ремонт;ТРАНСОЙЛ
106;50786433;79;66;612;17.08.2022;запрет погрузки по РФ;ТРАНСОЙЛ
107;51031003;62;85,5;613;18.08.2022;Прикрытие;Оренбург
108;50651918;66;68;613;18.08.2022;Прикрытие;ЭКЗА
109;57269896;90;66;613;18.08.2022;СЛЕТЕЛ ТРОС;"АО ""НТС"""
110;51070308;62;69;614;18.08.2022;Прикрытие;
111;73092868;90;66;614;18.08.2022;Прикрытие;"АО ""НТС"""
112;50554062;66;68;614;18.08.2022;Тонкий гребень;"АО ""ННК"""
113;55050892;66;66;614;18.08.2022;Тонкий гребень;ТРАНСОЙЛ
114;73908824;92;66;615;19.08.2022;Прикрытие;ТРАНСОЙЛ
115;75108415;106;66;615;19.08.2022;Прикрытие;"АО ""НТС"""
116;50243633;53а;60;616;19.08.2022;Прикрытие;нет соб-ка
117;50434927;72;66;616;19.08.2022;Прикрытие;нет соб-ка
118;51394575;66;65;617;19.08.2022;Прикрытие;"АО ""НТС"""
119;53935565;62;66;617;19.08.2022;Прикрытие;"АО ""НТС"""
120;50606987;72;66;618;19.08.2022;Прикрытие;"АО ""НТС"""
121;51615599;72;66;618;19.08.2022;Прикрытие;"АО ""НТС"""
122;50074863;106;66;618;19.08.2022;Менее 30 дней до истечения срока службы детали;ТРАНСОЙЛ
123;51861540;90;66;618;19.08.2022;Акт под БГС;"АО ""НТС"""
124;75059071;66;66;619;20.08.2022;Прикрытие;"АО ""НТС"""
125;50082213;106;66;619;20.08.2022;Прикрытие;"АО ""НТС"""
126;75085886;66;66;619;20.08.2022;Нестандартный продукт (прокачка);"АО ""НТС"""
127;75108415;106;66;620;21.08.2022;Прикрытие;"АО ""НТС"""
128;75115386;101;68;620;21.08.2022;Прикрытие;"АО ""НТС"""
129;73792780;90;66;620;21.08.2022;Тонкий гребень;"АО ""НТС"""
130;51411304;66;65;621;21.08.2022;Прикрытие;"АО ""НТС"""
131;57039265;66;66;621;21.08.2022;Прикрытие;ТРАНСОЙЛ
132;70717756;62;66;621;21.08.2022;излом спиральной пружины;ТРАНСОЙЛ
133;74927310;101;68;622;21.08.2022;Прикрытие;"АО ""НТС"""
134;51813848;66;66;622;21.08.2022;Прикрытие;"АО ""НТС"""
135;50996131;62;60;623;22.08.2022;Прикрытие;
136;50935576;62;60;623;22.08.2022;Прикрытие;
137;50097492;66;66;624;22.08.2022;Прикрытие;"АО ""НТС"""
138;75034314;92;66;624;22.08.2022;Прикрытие;"АО ""НТС"""
139;55562359;106;66;624;22.08.2022;Тонкий гребень;"АО ""НТС"""
140;51462752;72;66;625;23.08.2022;Прикрытие;нет соб-ка
141;53926382;85;65;625;23.08.2022;Прикрытие;РН-ТРАНС
142;73605982;90;66;626;23.08.2022;Прикрытие;ТРАНСОЙЛ
143;50623685;66;68;626;23.08.2022;Прикрытие;РН-ТРАНС
144;57209884;106;66;627;24.08.2022;Прикрытие;"АО ""НТС"""
145;57201048;106;66;627;24.08.2022;Прикрытие;ТРАНСОЙЛ
146;54755533;66;66;628;24.08.2022;Прикрытие;"АО ""НТС"""
147;75058826;66;66;628;24.08.2022;Прикрытие;"АО ""НТС"""
148;57340770;90;66;628;24.08.2022;не исправен поглощающий аппарат;ТРАНСОЙЛ
149;57377491;79;66;629;24.08.2022;Прикрытие;"АО ""НТС"""
150;75091918;101;68;629;24.08.2022;Прикрытие;"АО ""НТС"""
151;73605982;90;66;630;25.08.2022;Прикрытие;ТРАНСОЙЛ
152;50623685;66;68;630;25.08.2022;Прикрытие;РН-ТРАНС
153;58274846;90;66;630;25.08.2022;Нестандартный продукт (прокачка);ТРАНСОЙЛ
154;51524684;72;66;631;25.08.2022;Прикрытие;ТРАНСОЙЛ
155;51600047;72;66;631;25.08.2022;Прикрытие;"АО ""НТС"""
156;50553668;66;68;632;26.08.2022;Прикрытие;"АО ""ННК"""
157;51742146;66;65;632;26.08.2022;Прикрытие;"АО ""НТС"""
158;58274846;90;66;633;26.08.2022;Прикрытие;ТРАНСОЙЛ
159;53884581;90;66;633;26.08.2022;Прикрытие;ТРАНСОЙЛ
160;57116600;90;66;634;26.08.2022;Прикрытие;"АО ""НТС"""
161;75081364;92;66;634;26.08.2022;Прикрытие;"АО ""НТС"""
162;51795722;85;66;635;27.08.2022;Прикрытие;АО НТС
163;73994063;92;66;635;27.08.2022;Прикрытие;АО НТС
164;73999641;106;66;636;27.08.2022;Прикрытие;"АО ""НТС"""
165;57205890;92;66;636;27.08.2022;Прикрытие;"АО ""НТС"""
166;76807130;72;66;637;27.08.2022;Прикрытие;ТРАНСОЙЛ
167;57172132;90;66;637;27.08.2022;Прикрытие;"АО ""НТС"""
168;51600047;72;66;637;27.08.2022;Прикрытие;"АО ""НТС"""
169;74927344;101;68;637;27.08.2022;Излом спиральной пружины;"АО ""НТС"""
170;70717756;62;66;637;27.08.2022;Излом спиральной пружины;ТРАНСОЙЛ
171;58276197;106;66;638;28.08.2022;Прикрытие;"АО ""НТС"""
172;75138669;106;66;638;28.08.2022;Прикрытие;"АО ""НТС"""
173;51399764;66;65;638;28.08.2022;Прикрытие;ТРАНСОЙЛ
174;50351444;66;66;638;28.08.2022;Излом спиральной пружины;
175;75060426;66;66;639;28.08.2022;Прикрытие;"АО ""НТС"""
176;54718622;66;66;639;28.08.2022;Прикрытие;"АО ""НТС"""
177;54254529;62;66;639;28.08.2022;Тонкий гребень;"АО ""НТС"""
178;51720928;62;66;639;28.08.2022;Тонкий гребень;"АО ""НТС"""
179;53866869;106;66;639;28.08.2022;Акт под ДТ;"АО ""НТС"""
180;50554161;66;68;639;28.08.2022;Оформлен на ст. Кряж;"АО ""ННК"""
181;50553544;66;68;639;28.08.2022;Оформлен на ст. Кряж;"АО ""ННК"""
182;58643818;90;66;640;29.08.2022;Прикрытие;"АО ""НТС"""
183;73756181;90;66;640;29.08.2022;Прикрытие;ТРАНСОЙЛ
184;51153195;72;66;641;29.08.2022;Прикрытие;ТРАНСОЙЛ
185;51439792;62;66;641;29.08.2022;Прикрытие;ТРАНСОЙЛ
186;70712054;62;66;642;30.08.2022;Прикрытие;"АО ""НТС"""
187;75099713;101;68;642;30.08.2022;Прикрытие;ТРАНСОЙЛ
188;57002628;66;66;643;30.08.2022;Прикрытие;"АО ""НТС"""
189;54248067;90;66;643;30.08.2022;Прикрытие;"АО ""НТС"""
190;51192896;86;65;643;30.08.2022;Не закрывается;"АО ""НТС"""
191;57210585;92;66;644;31.08.2022;Прикрытие;"АО ""НТС"""
192;51217388;62;60;644;31.08.2022;Прикрытие;АНХК
193;54254529;62;66;644;31.08.2022;Тонкий гребень;"АО ""НТС"""
194;51720928;62;66;644;31.08.2022;Тонкий гребень;"АО ""НТС"""
195;70717756;62;66;644;31.08.2022;излом спиральной пружины;ТРАНСОЙЛ
196;50651058;72;66;645;31.08.2022;Прикрытие;ТРАНСОЙЛ
197;73980724;66;66;645;31.08.2022;Прикрытие;"АО ""НТС"""
198;57374449;66;66;646;31.08.2022;Прикрытие;ТРАНСОЙЛ
199;75047159;66;66;646;31.08.2022;Прикрытие;"АО ""НТС"""
1;73953606;66;66;647;01.09.2022;прикрытие;"АО""НТС"""
2;75053348;106;66;647;01.09.2022;прикрытие;"АО""НТС"""
3;57131542;90;66;648;01.09.2022;Прикрытие;
4;57954299;66;66;648;01.09.2022;Прикрытие;
5;51616761;66;66;648;01.09.2022;Брак по клапану;"АО ""НТС"
6;53256061;66;66;648;01.09.2022;Выщербина обода колеса;ТРАНСОЙЛ
7;73984726;66;66;649;01.09.2022;Прикрытие;"АО ""НТС"
8;73000952;90;66;649;01.09.2022;Прикрытие;ТРАНСОЙЛ
9;57066730;106;66;650;02.09.2022;Прикрытие;"АО ""НТС"
10;73965568;106;66;650;02.09.2022;Прикрытие;"АО ""НТС"
11;51192896;86;65;650;02.09.2022;Неисправен барашек;"АО ""НТС"
12;73995185;66;66;651;02.09.2022;Прикрытие;"АО ""НТС"
13;51391829;72;66;651;02.09.2022;Прикрытие;"АО ""НТС"
14;57066730;106;66;652;02.09.2022;Прикрытие;"АО ""НТС"
15;73965568;106;66;652;02.09.2022;Прикрытие;"АО ""НТС"
16;55324370;90;66;653;03.09.2022;Прикрытие;"АО""НТС"""
17;73789588;90;66;653;03.09.2022;Прикрытие;"АО""НТС"""
18;57131542;90;66;654;03.09.2022;Прикрытие;"АО""НТС"""
19;57954299;66;66;654;03.09.2022;Прикрытие;"АО""НТС"""
20;57415234;106;66;654;03.09.2022;Слетел трос;ТРАНСОЙЛ
21;51616761;66;66;655;03.09.2022;Прикрытие;"АО""НТС"""
22;51919884;66;68;655;03.09.2022;Прикрытие;ТРАНСОЙЛ
23;57247421;66;66;655;03.09.2022;Просрочен деп ремонт;НефтеТрансСервис
24;54695838;90;66;655;03.09.2022;Выбита модернизация буксы;"АО""НТС"""
25;50624311;66;68;656;04.09.2022;прикрытие;рн-транс
26;73000952;90;66;656;04.09.2022;прикрытие;ТРАНСОЙЛ
27;57347031;106;66;656;04.09.2022;на Ст.Кашпир;"АО ""НТС"
28;73965949;66;66;657;04.09.2022;Прикрытие;"АО ""ННК"""
29;73964454;66;66;657;04.09.2022;Прикрытие;"АО ""ННК"""
30;57196859;90;66;658;05.09.2022;Прикрытие;ТРАНСОЙЛ
31;55647135;66;66;658;05.09.2022;Прикрытие;"АО""НТС"""
32;50935725;62;60;658;05.09.2022;Просрочен деп ремонт;
33;51192896;86;65;658;05.09.2022;На ст. Кряж;"АО""НТС"""
34;73000952;90;66;659;05.09.2022;прикрытие;ТРАНСОЙЛ
35;75101261;101;68;659;05.09.2022;прикрытие;ТРАНСОЙЛ
36;75085712;66;66;659;05.09.2022;нет в базе ;
37;58709718;90;66;660;06.09.2022;Прикрытие;"АО""НТС"""
38;73984726;66;66;660;06.09.2022;Прикрытие;"АО""НТС"""
39;57287567;66;66;660;06.09.2022;брак до выяснения;НефтеТрансСервис
40;51119378;66;68;660;06.09.2022;тонкий гребень;"АО""НТС"""
41;54880000;66;66;661;06.09.2022;Прикрытие;
42;50353051;72;65;661;06.09.2022;Прикрытие;
43;73035230;62;66;662;07.09.2022;Прикрытие;"АО""НТС"""
44;50438704;90;66;662;07.09.2022;Прикрытие;"АО""НТС"""
45;51158707;66;68;663;07.09.2022;Прикрытие;РН-Транс
46;51991206;66;66;663;07.09.2022;Прикрытие;НефтеТрансСервис
47;74916149;106;66;663;07.09.2022;Нет продукта;"АО""НТС"""
48;50076082;90;66;663;07.09.2022;Нет продукта;"АО""НТС"""
49;50231109;81;66;664;08.09.2022;Прикрытие;"АО""НТС"""
50;53931861;62;66;664;08.09.2022;Прикрытие;
51;73807163;72;66;664;08.09.2022;ВУ-20 под ДТ;ТРАНСОЙЛ
52;51158707;66;68;665;08.09.2022;Прикрытие;РН-Транс
53;51991206;66;66;665;08.09.2022;Прикрытие;НефтеТрансСервис
54;53881579;106;66;666;08.09.2022;Прикрытие;"АО""НТС"""
55;75127811;101;68;666;08.09.2022;Прикрытие;"АО""НТС"""
56;50470798;66;68;666;08.09.2022;тонкий гребень;"АО""НТС"""
57;50936566;106;66;667;09.09.2022;Прикрытие;"АО""НТС"""
58;51561207;79;66;667;09.09.2022;Прикрытие;"АО""НТС"""
59;53266482;66;66;668;09.09.2022;Прикрытие;
60;54099502;66;66;668;09.09.2022;Прикрытие;
61;73084808;90;66;669;10.09.2022;Прикрытие;"АО""НТС"""
62;51040467;66;66;669;10.09.2022;Прикрытие;"АО""НТС"""
63;50197755;66;66;670;10.09.2022;Прикрытие;
64;50031319;66;68;670;10.09.2022;Прикрытие;"АО""НТС"""
65;53266482;66;66;671;11.09.2022;Прикрытие;
66;54099502;66;66;671;11.09.2022;Прикрытие;
67;50074558;106;66;671;11.09.2022;Выбита спиральная  пружина;"АО""НТС"""
68;75035527;92;66;672;11.09.2022;Прикрытие;"АО""НТС"""
69;56754393;66;66;672;11.09.2022;Прикрытие;
70;54594452;106;66;672;11.09.2022;тонкий гребень;ТРАНСОЙЛ
71;75114736;101;68;672;11.09.2022;износ фрикционного клина;ТРАНСОЙЛ
72;57187304;66;66;672;11.09.2022;износ фрикционного клина;"АО""НТС"""
73;57340036;90;66;673;11.09.2022;Прикрытие;"АО""НТС"""
74;73068009;90;66;673;11.09.2022;Прикрытие;"АО""НТС"""
75;51752079;62;66;674;12.09.2022;Прикрытие;"АО""НТС"""
76;54705165;106;66;674;12.09.2022;Прикрытие;"АО""НТС"""
